event_id,customer_id,event_date,event_type,plan_price,mrr_delta
209,220,2024-07-01,signup,5.99,5.99
210,221,2024-07-12,signup,5.99,5.99
211,223,2024-08-11,signup,5.99,5.99
212,223,2025-12-04,cancel,5.99,-5.99
213,224,2024-07-18,signup,5.99,5.99
214,224,2024-08-17,cancel,5.99,-5.99
215,228,2024-03-25,signup,5.99,5.99
216,230,2024-12-16,signup,5.99,5.99
217,231,2024-12-27,signup,5.99,5.99
218,231,2025-02-25,cancel,5.99,-5.99
219,234,2024-06-07,signup,5.99,5.99
220,235,2024-11-09,signup,5.99,5.99
221,235,2025-03-09,cancel,5.99,-5.99
222,236,2025-04-30,signup,5.99,5.99
223,237,2024-08-09,signup,5.99,5.99
224,237,2025-12-02,cancel,5.99,-5.99
225,238,2025-09-14,signup,5.99,5.99
226,241,2025-01-17,signup,5.99,5.99
227,241,2025-12-13,cancel,5.99,-5.99
228,243,2024-11-11,signup,5.99,5.99
229,243,2025-11-06,cancel,5.99,-5.99
230,244,2025-04-17,signup,5.99,5.99
231,244,2025-05-17,cancel,5.99,-5.99
232,246,2024-05-09,signup,5.99,5.99
233,247,2025-01-06,signup,5.99,5.99
234,247,2025-07-05,cancel,5.99,-5.99
235,248,2025-02-21,signup,5.99,5.99
236,249,2024-10-05,signup,5.99,5.99
237,250,2024-09-03,signup,5.99,5.99
238,251,2024-05-15,signup,5.99,5.99
239,252,2024-08-12,signup,5.99,5.99
240,253,2025-05-04,signup,5.99,5.99
241,254,2024-11-28,signup,5.99,5.99
242,254,2025-03-28,cancel,5.99,-5.99
243,255,2024-05-21,signup,5.99,5.99
244,255,2024-06-20,cancel,5.99,-5.99
245,256,2024-06-19,signup,5.99,5.99
246,256,2024-07-19,cancel,5.99,-5.99
247,257,2024-06-09,signup,5.99,5.99
248,259,2025-01-04,signup,5.99,5.99
249,260,2024-07-12,signup,5.99,5.99
250,260,2025-02-07,cancel,5.99,-5.99
251,263,2025-08-06,signup,5.99,5.99
252,264,2024-10-29,signup,5.99,5.99
253,264,2024-12-28,cancel,5.99,-5.99
254,266,2025-07-01,signup,5.99,5.99
255,267,2024-04-09,signup,5.99,5.99
256,269,2024-12-16,signup,5.99,5.99
257,271,2024-10-08,signup,5.99,5.99
258,271,2024-11-07,cancel,5.99,-5.99
259,272,2024-09-17,signup,5.99,5.99
260,273,2024-09-01,signup,5.99,5.99
261,273,2024-10-01,cancel,5.99,-5.99
262,274,2025-04-28,signup,5.99,5.99
263,275,2025-04-06,signup,5.99,5.99
264,276,2024-07-31,signup,5.99,5.99
265,281,2025-05-06,signup,5.99,5.99
266,282,2024-12-24,signup,5.99,5.99
267,282,2025-12-19,cancel,5.99,-5.99
268,283,2024-07-09,signup,5.99,5.99
269,283,2024-12-06,cancel,5.99,-5.99
270,284,2024-08-04,signup,5.99,5.99
271,284,2024-11-02,cancel,5.99,-5.99
272,285,2024-09-06,signup,5.99,5.99
273,285,2025-02-03,cancel,5.99,-5.99
274,288,2024-04-30,signup,5.99,5.99
275,290,2024-09-29,signup,5.99,5.99
276,290,2024-10-29,cancel,5.99,-5.99
277,292,2025-01-02,signup,5.99,5.99
278,292,2025-02-01,cancel,5.99,-5.99
279,294,2024-07-06,signup,5.99,5.99
280,295,2024-06-04,signup,5.99,5.99
281,295,2025-06-29,cancel,5.99,-5.99
282,296,2025-04-19,signup,5.99,5.99
283,297,2024-03-21,signup,5.99,5.99
284,298,2024-11-21,signup,5.99,5.99
285,299,2024-05-11,signup,5.99,5.99
286,299,2025-04-06,cancel,5.99,-5.99
287,300,2024-12-10,signup,5.99,5.99
288,300,2025-11-05,cancel,5.99,-5.99
289,302,2024-09-05,signup,5.99,5.99
290,302,2024-12-04,cancel,5.99,-5.99
291,303,2024-06-15,signup,5.99,5.99
292,303,2024-07-15,cancel,5.99,-5.99
293,306,2024-12-07,signup,5.99,5.99
294,307,2025-03-15,signup,5.99,5.99
295,308,2024-10-05,signup,5.99,5.99
296,309,2024-12-20,signup,5.99,5.99
297,310,2024-04-15,signup,5.99,5.99
298,313,2025-05-06,signup,5.99,5.99
299,314,2024-11-18,signup,5.99,5.99
300,316,2024-05-26,signup,5.99,5.99
301,316,2025-12-17,cancel,5.99,-5.99
302,317,2024-08-19,signup,5.99,5.99
303,317,2024-10-18,cancel,5.99,-5.99
304,318,2024-07-06,signup,5.99,5.99
305,319,2024-06-14,signup,5.99,5.99
306,320,2024-08-13,signup,5.99,5.99
307,321,2024-04-23,signup,5.99,5.99
308,322,2025-02-10,signup,5.99,5.99
309,322,2025-05-11,cancel,5.99,-5.99
310,323,2024-08-11,signup,5.99,5.99
311,323,2024-10-10,cancel,5.99,-5.99
312,324,2025-09-20,signup,5.99,5.99
313,326,2025-04-21,signup,5.99,5.99
314,326,2025-08-19,cancel,5.99,-5.99
315,328,2024-08-25,signup,5.99,5.99
316,330,2024-04-23,signup,5.99,5.99
317,331,2025-04-22,signup,5.99,5.99
318,331,2025-09-19,cancel,5.99,-5.99
319,332,2025-02-28,signup,5.99,5.99
320,332,2025-05-29,cancel,5.99,-5.99
321,334,2024-09-26,signup,5.99,5.99
322,334,2024-11-25,cancel,5.99,-5.99
323,335,2024-10-03,signup,5.99,5.99
324,336,2024-10-28,signup,5.99,5.99
325,337,2025-05-08,signup,5.99,5.99
326,337,2025-08-06,cancel,5.99,-5.99
327,338,2024-09-24,signup,5.99,5.99
328,338,2025-02-21,cancel,5.99,-5.99
329,340,2024-07-12,signup,5.99,5.99
330,343,2024-09-18,signup,5.99,5.99
331,343,2024-10-18,cancel,5.99,-5.99
332,345,2024-07-01,signup,5.99,5.99
333,345,2024-07-31,cancel,5.99,-5.99
334,346,2025-08-04,signup,5.99,5.99
335,347,2024-06-03,signup,5.99,5.99
336,347,2024-11-30,cancel,5.99,-5.99
337,348,2024-05-21,signup,5.99,5.99
338,349,2024-04-17,signup,5.99,5.99
339,349,2024-06-16,cancel,5.99,-5.99
340,350,2025-02-23,signup,5.99,5.99
341,351,2024-08-04,signup,5.99,5.99
342,351,2025-05-31,cancel,5.99,-5.99
343,353,2024-02-20,signup,5.99,5.99
344,353,2025-11-11,cancel,5.99,-5.99
345,355,2024-12-31,signup,5.99,5.99
346,358,2024-07-05,signup,5.99,5.99
347,359,2025-02-28,signup,5.99,5.99
348,360,2024-08-16,signup,5.99,5.99
349,360,2024-10-15,cancel,5.99,-5.99
350,362,2024-12-23,signup,5.99,5.99
351,363,2024-10-07,signup,5.99,5.99
352,364,2024-03-20,signup,5.99,5.99
353,365,2024-11-04,signup,5.99,5.99
354,368,2025-06-20,signup,5.99,5.99
355,369,2024-10-14,signup,5.99,5.99
356,369,2025-02-11,cancel,5.99,-5.99
357,370,2025-02-12,signup,5.99,5.99
358,372,2024-08-06,signup,5.99,5.99
359,372,2024-12-04,cancel,5.99,-5.99
360,373,2024-08-13,signup,5.99,5.99
361,374,2025-12-10,signup,5.99,5.99
362,377,2025-03-17,signup,5.99,5.99
363,377,2025-04-16,cancel,5.99,-5.99
364,379,2025-01-27,signup,5.99,5.99
365,380,2024-11-17,signup,5.99,5.99
366,380,2025-02-15,cancel,5.99,-5.99
367,382,2024-09-13,signup,5.99,5.99
368,383,2024-10-01,signup,5.99,5.99
369,384,2024-10-17,signup,5.99,5.99
370,384,2024-11-16,cancel,5.99,-5.99
371,385,2025-06-15,signup,5.99,5.99
372,386,2025-05-06,signup,5.99,5.99
373,386,2025-06-05,cancel,5.99,-5.99
374,387,2024-11-04,signup,5.99,5.99
375,388,2025-07-19,signup,5.99,5.99
376,388,2025-08-18,cancel,5.99,-5.99
377,389,2024-05-08,signup,5.99,5.99
378,393,2025-04-18,signup,5.99,5.99
379,393,2025-07-17,cancel,5.99,-5.99
380,395,2025-03-12,signup,5.99,5.99
381,395,2025-06-10,cancel,5.99,-5.99
382,396,2024-09-21,signup,5.99,5.99
383,398,2024-08-21,signup,5.99,5.99
384,398,2024-09-20,cancel,5.99,-5.99
385,400,2024-07-22,signup,5.99,5.99
386,400,2024-12-19,cancel,5.99,-5.99
387,401,2025-08-16,signup,5.99,5.99
388,404,2024-12-26,signup,5.99,5.99
389,406,2024-10-07,signup,5.99,5.99
390,407,2024-04-18,signup,5.99,5.99
391,407,2024-09-15,cancel,5.99,-5.99
392,408,2024-07-04,signup,5.99,5.99
393,409,2025-02-25,signup,5.99,5.99
394,411,2024-07-08,signup,5.99,5.99
395,412,2024-08-28,signup,5.99,5.99
396,413,2024-05-27,signup,5.99,5.99
397,413,2024-06-26,cancel,5.99,-5.99
398,414,2025-03-12,signup,5.99,5.99
399,414,2025-04-11,cancel,5.99,-5.99
400,416,2025-09-15,signup,5.99,5.99
401,419,2025-02-08,signup,5.99,5.99
402,420,2024-11-16,signup,5.99,5.99
403,420,2024-12-16,cancel,5.99,-5.99
404,421,2024-10-11,signup,5.99,5.99
405,422,2025-01-14,signup,5.99,5.99
406,423,2025-03-22,signup,5.99,5.99
407,423,2025-09-18,cancel,5.99,-5.99
408,424,2024-06-19,signup,5.99,5.99
409,427,2024-06-16,signup,5.99,5.99
410,427,2025-02-11,cancel,5.99,-5.99
411,431,2025-01-12,signup,5.99,5.99
412,431,2025-12-08,cancel,5.99,-5.99
413,432,2025-03-17,signup,5.99,5.99
414,432,2025-05-16,cancel,5.99,-5.99
415,434,2025-04-24,signup,5.99,5.99
416,434,2025-05-24,cancel,5.99,-5.99
417,435,2025-08-28,signup,5.99,5.99
418,435,2025-10-27,cancel,5.99,-5.99
419,436,2024-06-01,signup,5.99,5.99
420,436,2024-09-29,cancel,5.99,-5.99
421,438,2024-06-05,signup,5.99,5.99
422,439,2024-11-06,signup,5.99,5.99
423,439,2025-09-02,cancel,5.99,-5.99
424,441,2025-01-01,signup,5.99,5.99
425,442,2024-07-01,signup,5.99,5.99
426,443,2024-07-26,signup,5.99,5.99
427,444,2024-07-31,signup,5.99,5.99
428,444,2025-07-26,cancel,5.99,-5.99
429,446,2025-10-20,signup,5.99,5.99
430,446,2025-11-19,cancel,5.99,-5.99
431,447,2024-07-27,signup,5.99,5.99
432,448,2024-09-16,signup,5.99,5.99
433,448,2024-12-15,cancel,5.99,-5.99
434,449,2024-11-05,signup,5.99,5.99
435,449,2025-01-04,cancel,5.99,-5.99
436,450,2024-12-15,signup,5.99,5.99
437,450,2025-04-14,cancel,5.99,-5.99
438,453,2024-11-10,signup,5.99,5.99
439,455,2024-08-16,signup,5.99,5.99
440,457,2025-07-08,signup,5.99,5.99
441,458,2025-07-08,signup,5.99,5.99
442,460,2024-02-24,signup,5.99,5.99
443,460,2024-09-21,cancel,5.99,-5.99
444,461,2024-07-21,signup,5.99,5.99
445,462,2025-08-08,signup,5.99,5.99
446,463,2024-05-23,signup,5.99,5.99
447,465,2025-02-27,signup,5.99,5.99
448,465,2025-04-28,cancel,5.99,-5.99
449,466,2025-04-30,signup,5.99,5.99
450,467,2024-06-12,signup,5.99,5.99
451,468,2024-07-09,signup,5.99,5.99
452,470,2025-02-02,signup,5.99,5.99
453,470,2025-03-04,cancel,5.99,-5.99
454,471,2024-09-17,signup,5.99,5.99
455,471,2024-11-16,cancel,5.99,-5.99
456,472,2024-07-26,signup,5.99,5.99
457,473,2024-12-22,signup,5.99,5.99
458,473,2025-03-22,cancel,5.99,-5.99
459,474,2025-03-04,signup,5.99,5.99
460,478,2024-04-04,signup,5.99,5.99
461,478,2024-05-04,cancel,5.99,-5.99
462,479,2024-06-08,signup,5.99,5.99
463,479,2024-07-08,cancel,5.99,-5.99
464,482,2024-04-05,signup,5.99,5.99
465,482,2024-05-05,cancel,5.99,-5.99
466,483,2024-09-03,signup,5.99,5.99
467,483,2024-10-03,cancel,5.99,-5.99
468,484,2024-04-05,signup,5.99,5.99
469,484,2024-09-02,cancel,5.99,-5.99
470,485,2025-08-03,signup,5.99,5.99
471,485,2025-10-02,cancel,5.99,-5.99
472,487,2024-12-23,signup,5.99,5.99
473,488,2025-05-21,signup,5.99,5.99
474,488,2025-11-17,cancel,5.99,-5.99
475,491,2024-07-09,signup,5.99,5.99
476,492,2025-01-18,signup,5.99,5.99
477,492,2025-02-17,cancel,5.99,-5.99
478,493,2024-07-14,signup,5.99,5.99
479,493,2024-08-13,cancel,5.99,-5.99
480,495,2025-03-19,signup,5.99,5.99
481,495,2025-07-17,cancel,5.99,-5.99
482,496,2024-04-30,signup,5.99,5.99
483,496,2025-07-24,cancel,5.99,-5.99
484,497,2024-04-04,signup,5.99,5.99
485,497,2024-07-03,cancel,5.99,-5.99
486,498,2024-06-22,signup,5.99,5.99
487,499,2024-07-25,signup,5.99,5.99
488,499,2024-09-23,cancel,5.99,-5.99
489,500,2024-12-07,signup,5.99,5.99
490,501,2024-06-02,signup,5.99,5.99
491,501,2024-08-01,cancel,5.99,-5.99
492,502,2024-04-13,signup,5.99,5.99
493,503,2024-12-29,signup,5.99,5.99
494,503,2025-12-24,cancel,5.99,-5.99
495,504,2025-08-17,signup,5.99,5.99
496,507,2025-03-31,signup,5.99,5.99
497,508,2024-11-20,signup,5.99,5.99
498,508,2025-10-16,cancel,5.99,-5.99
499,511,2024-12-03,signup,5.99,5.99
500,511,2025-10-29,cancel,5.99,-5.99
501,513,2024-08-16,signup,5.99,5.99
502,514,2025-09-18,signup,5.99,5.99
503,516,2024-11-09,signup,5.99,5.99
504,516,2025-05-08,cancel,5.99,-5.99
505,520,2024-06-28,signup,5.99,5.99
506,520,2024-10-26,cancel,5.99,-5.99
507,521,2024-12-03,signup,5.99,5.99
508,522,2024-08-21,signup,5.99,5.99
509,523,2025-01-18,signup,5.99,5.99
510,524,2024-12-30,signup,5.99,5.99
511,525,2024-06-13,signup,5.99,5.99
512,526,2024-11-07,signup,5.99,5.99
513,526,2024-12-07,cancel,5.99,-5.99
514,531,2024-02-04,signup,5.99,5.99
515,531,2024-09-01,cancel,5.99,-5.99
516,533,2025-01-06,signup,5.99,5.99
517,537,2025-01-18,signup,5.99,5.99
518,538,2025-03-04,signup,5.99,5.99
519,539,2024-04-05,signup,5.99,5.99
520,540,2024-09-13,signup,5.99,5.99
521,540,2025-02-10,cancel,5.99,-5.99
522,542,2025-06-04,signup,5.99,5.99
523,543,2024-04-20,signup,5.99,5.99
524,543,2025-04-15,cancel,5.99,-5.99
525,544,2024-03-24,signup,5.99,5.99
526,544,2025-04-18,cancel,5.99,-5.99
527,545,2024-11-27,signup,5.99,5.99
528,548,2024-05-31,signup,5.99,5.99
529,553,2025-01-09,signup,5.99,5.99
530,553,2025-03-10,cancel,5.99,-5.99
531,554,2025-03-22,signup,5.99,5.99
532,555,2025-02-05,signup,5.99,5.99
533,555,2025-05-06,cancel,5.99,-5.99
534,557,2024-07-10,signup,5.99,5.99
535,557,2025-09-03,cancel,5.99,-5.99
536,558,2024-11-23,signup,5.99,5.99
537,558,2025-03-23,cancel,5.99,-5.99
538,559,2024-05-09,signup,5.99,5.99
539,559,2025-10-01,cancel,5.99,-5.99
540,560,2024-08-02,signup,5.99,5.99
541,560,2025-06-28,cancel,5.99,-5.99
542,561,2025-07-04,signup,5.99,5.99
543,564,2024-04-13,signup,5.99,5.99
544,565,2024-11-28,signup,5.99,5.99
545,565,2024-12-28,cancel,5.99,-5.99
546,568,2025-10-06,signup,5.99,5.99
547,569,2024-06-28,signup,5.99,5.99
548,569,2024-07-28,cancel,5.99,-5.99
549,571,2024-07-05,signup,5.99,5.99
550,572,2024-05-23,signup,5.99,5.99
551,574,2025-02-08,signup,5.99,5.99
552,575,2025-04-20,signup,5.99,5.99
553,575,2025-05-20,cancel,5.99,-5.99
554,576,2024-12-26,signup,5.99,5.99
555,577,2025-03-25,signup,5.99,5.99
556,577,2025-06-23,cancel,5.99,-5.99
557,579,2024-11-06,signup,5.99,5.99
558,580,2024-11-10,signup,5.99,5.99
559,584,2024-10-19,signup,5.99,5.99
560,584,2024-11-18,cancel,5.99,-5.99
561,585,2024-09-18,signup,5.99,5.99
562,585,2025-01-16,cancel,5.99,-5.99
563,586,2024-10-10,signup,5.99,5.99
564,586,2024-12-09,cancel,5.99,-5.99
565,587,2024-09-13,signup,5.99,5.99
566,590,2024-08-07,signup,5.99,5.99
567,590,2024-09-06,cancel,5.99,-5.99
568,591,2025-05-09,signup,5.99,5.99
569,592,2025-10-22,signup,5.99,5.99
570,593,2024-11-17,signup,5.99,5.99
571,594,2024-06-09,signup,5.99,5.99
572,598,2024-08-08,signup,5.99,5.99
573,601,2025-04-04,signup,5.99,5.99
574,601,2025-10-01,cancel,5.99,-5.99
575,603,2024-06-11,signup,5.99,5.99
576,604,2024-06-01,signup,5.99,5.99
577,604,2024-07-01,cancel,5.99,-5.99
578,606,2024-10-20,signup,5.99,5.99
579,607,2024-04-04,signup,5.99,5.99
580,608,2025-04-23,signup,5.99,5.99
581,608,2025-09-20,cancel,5.99,-5.99
582,609,2025-01-22,signup,5.99,5.99
583,610,2024-04-29,signup,5.99,5.99
584,610,2024-05-29,cancel,5.99,-5.99
585,611,2024-07-12,signup,5.99,5.99
586,612,2025-03-03,signup,5.99,5.99
587,612,2025-04-02,cancel,5.99,-5.99
588,614,2025-04-08,signup,5.99,5.99
589,614,2025-08-06,cancel,5.99,-5.99
590,615,2025-11-15,signup,5.99,5.99
591,616,2024-07-21,signup,5.99,5.99
592,616,2024-08-20,cancel,5.99,-5.99
593,618,2024-07-10,signup,5.99,5.99
594,619,2025-01-27,signup,5.99,5.99
595,620,2024-07-01,signup,5.99,5.99
596,620,2024-08-30,cancel,5.99,-5.99
597,622,2024-08-05,signup,5.99,5.99
598,622,2024-10-04,cancel,5.99,-5.99
599,624,2025-07-15,signup,5.99,5.99
600,628,2025-06-14,signup,5.99,5.99
601,629,2025-08-09,signup,5.99,5.99
602,629,2025-09-08,cancel,5.99,-5.99
603,631,2024-09-22,signup,5.99,5.99
604,632,2024-11-07,signup,5.99,5.99
605,634,2024-11-15,signup,5.99,5.99
606,634,2025-02-13,cancel,5.99,-5.99
607,637,2025-09-06,signup,5.99,5.99
608,638,2025-01-01,signup,5.99,5.99
609,638,2025-01-31,cancel,5.99,-5.99
610,639,2025-01-14,signup,5.99,5.99
611,641,2024-07-15,signup,5.99,5.99
612,641,2025-02-10,cancel,5.99,-5.99
613,642,2024-10-20,signup,5.99,5.99
614,643,2024-02-21,signup,5.99,5.99
615,643,2025-12-12,cancel,5.99,-5.99
616,644,2024-09-12,signup,5.99,5.99
