order_id,customer_id,product_id,order_date,geo_id,channel_id,quantity,unit_price,unit_cost,discount_amount
68,253,2,2024-01-06,6,2,1,299.0,129.0,0.0
69,1773,2,2024-01-07,1,1,1,299.0,129.0,0.0
70,1540,3,2024-01-07,8,2,1,329.0,142.0,0.0
71,1218,5,2024-01-07,1,3,1,349.0,150.0,0.0
72,1461,2,2024-01-07,5,1,1,299.0,129.0,0.0
73,1486,4,2024-01-07,4,2,1,314.1,150.0,34.9
74,938,2,2024-01-07,3,1,2,269.1,129.0,29.9
75,877,4,2024-01-07,1,2,1,296.65,150.0,52.35
76,179,6,2024-01-08,1,1,1,499.0,215.0,0.0
77,1495,2,2024-01-08,1,1,1,299.0,129.0,0.0
78,1904,4,2024-01-08,3,2,1,296.65,150.0,52.35
79,1497,1,2024-01-08,4,2,1,299.0,129.0,0.0
80,256,4,2024-01-08,5,3,1,296.65,150.0,52.35
81,1439,4,2024-01-08,4,5,1,296.65,150.0,52.35
82,1803,6,2024-01-08,3,1,1,499.0,215.0,0.0
83,1906,5,2024-01-08,1,4,1,349.0,150.0,0.0
84,1053,3,2024-01-08,1,5,1,329.0,142.0,0.0
85,693,6,2024-01-08,5,1,1,499.0,215.0,0.0
86,613,4,2024-01-08,4,2,1,349.0,150.0,0.0
87,1965,4,2024-01-09,3,2,1,349.0,150.0,0.0
88,1000,1,2024-01-09,2,1,1,299.0,129.0,0.0
89,717,5,2024-01-09,1,2,1,349.0,150.0,0.0
90,174,4,2024-01-09,7,1,1,349.0,150.0,0.0
91,1576,5,2024-01-09,2,2,1,349.0,150.0,0.0
92,374,4,2024-01-09,4,2,1,296.65,150.0,52.35
93,287,3,2024-01-09,7,1,1,329.0,142.0,0.0
94,389,2,2024-01-09,2,1,1,299.0,129.0,0.0
95,1365,2,2024-01-09,1,2,1,299.0,129.0,0.0
96,1127,4,2024-01-09,5,3,1,349.0,150.0,0.0
97,819,4,2024-01-09,2,1,2,314.1,150.0,34.9
98,221,5,2024-01-09,1,3,1,349.0,150.0,0.0
99,107,5,2024-01-09,5,2,1,296.65,150.0,52.35
100,593,2,2024-01-09,,3,1,299.0,129.0,0.0
101,383,2,2024-01-09,9,1,1,269.1,129.0,29.9
102,1681,4,2024-01-09,1,3,1,314.1,150.0,34.9
103,1252,2,2024-01-09,4,1,2,299.0,129.0,0.0
104,271,4,2024-01-09,1,1,1,349.0,150.0,0.0
105,409,1,2024-01-10,2,2,1,299.0,129.0,0.0
106,474,2,2024-01-10,3,1,1,299.0,129.0,0.0
107,226,2,2024-01-10,3,1,1,299.0,129.0,0.0
108,98,2,2024-01-10,2,1,1,299.0,129.0,0.0
109,574,6,2024-01-10,8,2,1,499.0,215.0,0.0
110,624,1,2024-01-10,5,1,1,299.0,129.0,0.0
111,739,5,2024-01-10,3,2,1,314.1,150.0,34.9
112,1332,2,2024-01-10,1,2,1,299.0,129.0,0.0
113,1233,1,2024-01-10,4,1,1,254.15,129.0,44.85
114,154,6,2024-01-11,3,3,1,499.0,215.0,0.0
115,1093,5,2024-01-11,3,1,1,349.0,150.0,0.0
116,1797,5,2024-01-11,2,2,1,349.0,150.0,0.0
117,1290,5,2024-01-11,3,5,1,349.0,150.0,0.0
118,1032,5,2024-01-11,8,1,1,349.0,150.0,0.0
119,1958,4,2024-01-11,5,2,1,349.0,150.0,0.0
120,1403,4,2024-01-11,3,2,1,349.0,150.0,0.0
121,1152,5,2024-01-11,1,1,1,349.0,150.0,0.0
122,447,4,2024-01-11,3,2,1,296.65,150.0,52.35
123,1476,4,2024-01-11,5,2,1,349.0,150.0,0.0
124,351,2,2024-01-12,4,5,1,299.0,129.0,0.0
125,569,6,2024-01-12,4,1,1,449.1,215.0,49.9
126,1687,2,2024-01-12,4,5,1,299.0,129.0,0.0
127,665,1,2024-01-12,5,2,1,299.0,129.0,0.0
128,1253,2,2024-01-12,1,2,2,299.0,129.0,0.0
129,525,6,2024-01-13,5,3,1,424.15,215.0,74.85
130,218,5,2024-01-13,1,2,1,296.65,150.0,52.35
131,1238,4,2024-01-13,1,2,1,349.0,150.0,0.0
132,1655,5,2024-01-13,5,2,1,349.0,150.0,0.0
133,304,6,2024-01-13,1,4,1,499.0,215.0,0.0
134,387,4,2024-01-13,2,1,2,349.0,150.0,0.0
135,1813,2,2024-01-13,1,1,1,299.0,129.0,0.0
136,503,4,2024-01-13,5,1,1,349.0,150.0,0.0
137,1537,5,2024-01-13,1,4,1,349.0,150.0,0.0
138,1564,5,2024-01-13,5,1,2,349.0,150.0,0.0
139,1923,4,2024-01-13,8,1,1,296.65,150.0,52.35
140,1508,5,2024-01-13,1,3,1,349.0,150.0,0.0
141,1828,4,2024-01-14,1,1,1,349.0,150.0,0.0
142,1418,2,2024-01-14,1,2,1,299.0,129.0,0.0
143,211,4,2024-01-14,7,1,1,349.0,150.0,0.0
144,875,3,2024-01-14,7,3,1,329.0,142.0,0.0
145,1407,5,2024-01-14,1,1,1,349.0,150.0,0.0
146,209,6,2024-01-14,2,2,1,499.0,215.0,0.0
147,1894,6,2024-01-14,1,2,1,499.0,215.0,0.0
148,1229,2,2024-01-14,5,2,1,269.1,129.0,29.9
149,588,3,2024-01-14,4,5,1,279.65,142.0,49.35
150,1661,6,2024-01-14,6,5,1,449.1,215.0,49.9
151,303,3,2024-01-15,3,1,1,296.1,142.0,32.9
152,1184,4,2024-01-15,2,1,1,349.0,150.0,0.0
153,1572,3,2024-01-15,5,2,1,329.0,142.0,0.0
154,1626,4,2024-01-15,7,2,1,296.65,150.0,52.35
155,1126,4,2024-01-15,6,2,1,349.0,150.0,0.0
156,1190,5,2024-01-15,5,1,1,314.1,150.0,34.9
157,179,2,2024-01-15,1,2,1,254.15,129.0,44.85
158,1962,1,2024-01-15,2,4,1,254.15,129.0,44.85
159,1595,5,2024-01-15,6,5,1,349.0,150.0,0.0
160,1870,4,2024-01-15,5,1,1,349.0,150.0,0.0
161,1425,5,2024-01-15,8,2,1,349.0,150.0,0.0
162,1437,1,2024-01-15,4,1,1,299.0,129.0,0.0
163,301,3,2024-01-16,3,4,1,329.0,142.0,0.0
164,307,5,2024-01-16,3,5,1,349.0,150.0,0.0
165,963,4,2024-01-16,5,1,1,314.1,150.0,34.9
166,320,1,2024-01-16,1,1,1,299.0,129.0,0.0
167,812,5,2024-01-16,3,4,1,314.1,150.0,34.9
168,1883,4,2024-01-16,7,1,1,349.0,150.0,0.0
169,189,4,2024-01-16,1,2,2,349.0,150.0,0.0
170,449,3,2024-01-16,,1,1,279.65,142.0,49.35
171,1419,4,2024-01-16,6,1,1,349.0,150.0,0.0
172,1646,3,2024-01-16,1,2,1,329.0,142.0,0.0
173,491,2,2024-01-17,4,3,1,299.0,129.0,0.0
174,634,2,2024-01-17,1,1,1,254.15,129.0,44.85
175,1168,4,2024-01-17,1,1,1,314.1,150.0,34.9
176,1933,3,2024-01-17,8,2,2,296.1,142.0,32.9
177,645,5,2024-01-17,5,1,1,296.65,150.0,52.35
178,835,5,2024-01-17,5,1,1,349.0,150.0,0.0
179,1631,3,2024-01-17,2,1,1,296.1,142.0,32.9
180,949,1,2024-01-17,1,1,1,254.15,129.0,44.85
181,1396,5,2024-01-17,8,2,1,349.0,150.0,0.0
182,1493,4,2024-01-17,3,1,1,314.1,150.0,34.9
183,596,3,2024-01-17,7,3,1,329.0,142.0,0.0
184,794,2,2024-01-17,8,2,2,299.0,129.0,0.0
185,1019,1,2024-01-18,2,4,1,269.1,129.0,29.9
186,1634,5,2024-01-18,2,5,1,349.0,150.0,0.0
187,331,1,2024-01-18,1,3,1,299.0,129.0,0.0
188,944,2,2024-01-18,7,3,1,299.0,129.0,0.0
189,288,6,2024-01-18,2,1,2,499.0,215.0,0.0
190,838,5,2024-01-18,2,4,1,349.0,150.0,0.0
191,1950,3,2024-01-18,3,4,1,329.0,142.0,0.0
192,1398,1,2024-01-18,5,3,2,299.0,129.0,0.0
193,1149,1,2024-01-18,1,2,1,299.0,129.0,0.0
194,947,5,2024-01-19,3,4,1,349.0,150.0,0.0
195,224,1,2024-01-19,7,3,1,254.15,129.0,44.85
196,409,4,2024-01-19,4,1,1,349.0,150.0,0.0
197,1519,4,2024-01-19,1,2,1,349.0,150.0,0.0
198,1312,2,2024-01-19,5,1,1,254.15,129.0,44.85
199,1656,3,2024-01-19,1,4,1,329.0,142.0,0.0
200,1952,5,2024-01-19,1,1,1,349.0,150.0,0.0
201,561,4,2024-01-19,7,2,1,349.0,150.0,0.0
202,1372,5,2024-01-19,7,2,1,349.0,150.0,0.0
203,1973,5,2024-01-19,3,2,1,349.0,150.0,0.0
204,1411,5,2024-01-19,7,2,2,349.0,150.0,0.0
205,1686,1,2024-01-19,1,3,1,299.0,129.0,0.0
206,1263,1,2024-01-19,5,4,1,269.1,129.0,29.9
207,1502,3,2024-01-19,1,4,1,329.0,142.0,0.0
208,233,5,2024-01-19,5,5,1,349.0,150.0,0.0
209,1932,5,2024-01-20,8,1,1,349.0,150.0,0.0
210,448,5,2024-01-20,5,2,1,349.0,150.0,0.0
211,443,3,2024-01-20,3,1,2,279.65,142.0,49.35
212,1667,3,2024-01-20,6,1,1,329.0,142.0,0.0
213,1023,4,2024-01-20,2,2,1,349.0,150.0,0.0
214,1072,6,2024-01-20,3,2,1,424.15,215.0,74.85
215,1133,4,2024-01-20,6,3,1,349.0,150.0,0.0
216,896,4,2024-01-20,7,1,1,296.65,150.0,52.35
217,180,5,2024-01-20,4,2,1,349.0,150.0,0.0
218,1017,5,2024-01-20,4,2,1,349.0,150.0,0.0
219,1651,1,2024-01-20,1,2,1,299.0,129.0,0.0
220,781,1,2024-01-20,2,3,1,254.15,129.0,44.85
221,951,4,2024-01-20,5,1,1,349.0,150.0,0.0
222,581,2,2024-01-21,7,5,1,299.0,129.0,0.0
223,1379,2,2024-01-21,1,1,1,299.0,129.0,0.0
224,767,5,2024-01-21,2,1,1,349.0,150.0,0.0
225,1172,6,2024-01-21,1,2,1,424.15,215.0,74.85
226,1697,1,2024-01-21,8,2,2,299.0,129.0,0.0
227,1492,2,2024-01-21,3,1,1,299.0,129.0,0.0
228,1641,1,2024-01-21,2,3,1,299.0,129.0,0.0
229,1878,2,2024-01-21,1,1,1,254.15,129.0,44.85
230,896,1,2024-01-21,4,2,1,299.0,129.0,0.0
231,1992,1,2024-01-21,1,2,1,299.0,129.0,0.0
232,1294,5,2024-01-22,1,1,1,349.0,150.0,0.0
233,1722,2,2024-01-22,5,3,1,269.1,129.0,29.9
234,564,1,2024-01-22,9,4,1,299.0,129.0,0.0
235,228,4,2024-01-22,2,4,1,349.0,150.0,0.0
236,191,1,2024-01-22,1,1,1,254.15,129.0,44.85
237,1630,1,2024-01-22,1,3,1,254.15,129.0,44.85
238,769,5,2024-01-22,1,1,1,349.0,150.0,0.0
239,1851,2,2024-01-22,1,5,1,299.0,129.0,0.0
240,711,4,2024-01-22,1,3,1,349.0,150.0,0.0
241,1898,1,2024-01-22,3,3,1,299.0,129.0,0.0
242,443,5,2024-01-22,2,1,1,349.0,150.0,0.0
243,1491,5,2024-01-22,1,1,1,349.0,150.0,0.0
244,1451,4,2024-01-22,3,2,1,349.0,150.0,0.0
245,820,6,2024-01-22,6,3,1,499.0,215.0,0.0
246,1625,5,2024-01-23,8,2,1,314.1,150.0,34.9
247,1809,4,2024-01-23,2,1,1,349.0,150.0,0.0
248,785,4,2024-01-23,4,1,1,349.0,150.0,0.0
249,343,5,2024-01-23,3,2,2,349.0,150.0,0.0
250,1797,4,2024-01-23,1,1,2,349.0,150.0,0.0
251,661,4,2024-01-23,1,2,1,349.0,150.0,0.0
252,298,5,2024-01-23,1,1,1,349.0,150.0,0.0
253,954,4,2024-01-23,1,1,1,349.0,150.0,0.0
254,435,4,2024-01-23,4,4,1,349.0,150.0,0.0
255,1762,5,2024-01-23,5,2,1,349.0,150.0,0.0
256,1666,3,2024-01-23,3,5,1,296.1,142.0,32.9
257,863,1,2024-01-23,4,1,1,299.0,129.0,0.0
258,44,2,2024-01-23,9,5,1,269.1,129.0,29.9
259,583,1,2024-01-24,3,2,2,299.0,129.0,0.0
260,691,4,2024-01-24,5,3,1,349.0,150.0,0.0
261,563,3,2024-01-24,5,2,1,329.0,142.0,0.0
262,97,3,2024-01-24,6,5,1,329.0,142.0,0.0
263,249,5,2024-01-24,1,4,2,349.0,150.0,0.0
264,285,1,2024-01-24,3,1,1,299.0,129.0,0.0
265,392,5,2024-01-24,3,1,1,314.1,150.0,34.9
266,1410,5,2024-01-24,1,5,1,314.1,150.0,34.9
267,154,2,2024-01-24,2,3,1,269.1,129.0,29.9
268,1895,1,2024-01-24,6,3,1,299.0,129.0,0.0
269,1819,5,2024-01-24,4,2,1,349.0,150.0,0.0
270,493,4,2024-01-24,2,3,1,296.65,150.0,52.35
271,607,5,2024-01-25,1,2,1,314.1,150.0,34.9
272,1753,2,2024-01-25,1,1,1,254.15,129.0,44.85
273,443,4,2024-01-25,2,4,1,349.0,150.0,0.0
274,1560,4,2024-01-25,2,2,1,314.1,150.0,34.9
275,316,5,2024-01-25,7,2,1,349.0,150.0,0.0
276,927,5,2024-01-25,1,1,1,314.1,150.0,34.9
277,337,5,2024-01-25,1,2,2,349.0,150.0,0.0
278,220,5,2024-01-25,1,1,1,314.1,150.0,34.9
279,1356,4,2024-01-25,3,2,1,349.0,150.0,0.0
280,435,2,2024-01-25,1,1,1,299.0,129.0,0.0
281,201,1,2024-01-25,1,1,1,254.15,129.0,44.85
282,362,4,2024-01-25,3,3,1,349.0,150.0,0.0
283,1324,2,2024-01-26,7,2,1,299.0,129.0,0.0
284,489,1,2024-01-26,4,3,1,299.0,129.0,0.0
285,803,3,2024-01-26,5,2,1,296.1,142.0,32.9
286,351,5,2024-01-26,4,3,1,349.0,150.0,0.0
287,194,2,2024-01-26,5,4,1,299.0,129.0,0.0
288,1409,2,2024-01-26,1,4,1,299.0,129.0,0.0
289,291,6,2024-01-26,1,5,1,499.0,215.0,0.0
290,1805,1,2024-01-26,4,5,1,269.1,129.0,29.9
291,1195,1,2024-01-26,1,1,1,299.0,129.0,0.0
292,1393,6,2024-01-26,1,1,1,499.0,215.0,0.0
293,193,1,2024-01-26,3,2,1,299.0,129.0,0.0
294,1118,2,2024-01-26,1,2,1,299.0,129.0,0.0
295,1455,3,2024-01-26,7,4,1,329.0,142.0,0.0
296,992,1,2024-01-26,1,5,1,299.0,129.0,0.0
297,291,3,2024-01-27,5,2,1,329.0,142.0,0.0
298,423,5,2024-01-27,4,5,1,296.65,150.0,52.35
299,1797,4,2024-01-27,9,4,1,296.65,150.0,52.35
300,359,2,2024-01-27,2,2,1,269.1,129.0,29.9
301,566,3,2024-01-27,2,2,1,329.0,142.0,0.0
302,888,5,2024-01-27,2,1,1,314.1,150.0,34.9
303,18,4,2024-01-27,1,5,1,349.0,150.0,0.0
304,1278,4,2024-01-27,1,1,1,349.0,150.0,0.0
305,930,1,2024-01-27,1,1,1,299.0,129.0,0.0
306,882,3,2024-01-27,1,4,1,329.0,142.0,0.0
307,1609,5,2024-01-27,1,1,1,314.1,150.0,34.9
308,555,1,2024-01-27,7,1,1,299.0,129.0,0.0
309,66,4,2024-01-27,4,2,1,314.1,150.0,34.9
310,1981,6,2024-01-27,4,1,1,424.15,215.0,74.85
311,893,5,2024-01-27,5,1,1,349.0,150.0,0.0
312,278,4,2024-01-28,2,5,1,349.0,150.0,0.0
313,945,4,2024-01-28,3,1,1,314.1,150.0,34.9
314,906,5,2024-01-28,2,2,1,349.0,150.0,0.0
315,956,4,2024-01-28,3,5,1,349.0,150.0,0.0
316,863,1,2024-01-28,5,2,1,254.15,129.0,44.85
317,765,1,2024-01-28,2,3,1,299.0,129.0,0.0
318,805,1,2024-01-28,5,2,1,299.0,129.0,0.0
319,1719,1,2024-01-28,4,1,1,269.1,129.0,29.9
320,200,5,2024-01-28,7,1,1,349.0,150.0,0.0
321,1469,1,2024-01-29,5,2,1,299.0,129.0,0.0
322,458,5,2024-01-29,4,3,1,349.0,150.0,0.0
323,1919,1,2024-01-29,1,1,1,299.0,129.0,0.0
324,1237,5,2024-01-29,1,1,1,349.0,150.0,0.0
325,1036,4,2024-01-29,2,5,1,349.0,150.0,0.0
326,1680,2,2024-01-29,4,2,1,299.0,129.0,0.0
327,1348,4,2024-01-29,1,4,1,349.0,150.0,0.0
328,1347,2,2024-01-29,1,2,1,299.0,129.0,0.0
329,593,5,2024-01-29,4,2,2,349.0,150.0,0.0
330,1429,5,2024-01-30,1,1,1,314.1,150.0,34.9
331,247,4,2024-01-30,4,4,1,349.0,150.0,0.0
332,1270,4,2024-01-30,1,4,1,349.0,150.0,0.0
333,939,2,2024-01-30,6,2,2,299.0,129.0,0.0
334,715,6,2024-01-30,1,1,1,499.0,215.0,0.0
335,1344,5,2024-01-30,5,1,1,349.0,150.0,0.0
336,1562,5,2024-01-30,6,2,2,349.0,150.0,0.0
337,1972,4,2024-01-30,7,3,1,349.0,150.0,0.0
338,1077,2,2024-01-30,3,2,1,299.0,129.0,0.0
339,1700,4,2024-01-30,1,1,1,314.1,150.0,34.9
340,976,3,2024-01-31,7,3,1,296.1,142.0,32.9
341,216,5,2024-01-31,5,2,1,314.1,150.0,34.9
342,132,1,2024-01-31,5,2,1,299.0,129.0,0.0
343,767,4,2024-01-31,2,3,1,296.65,150.0,52.35
344,774,1,2024-01-31,1,2,1,299.0,129.0,0.0
345,1391,2,2024-01-31,5,4,1,299.0,129.0,0.0
346,394,1,2024-01-31,1,1,1,254.15,129.0,44.85
347,288,5,2024-01-31,3,1,1,349.0,150.0,0.0
348,380,5,2024-01-31,3,1,2,349.0,150.0,0.0
349,425,4,2024-01-31,4,2,1,349.0,150.0,0.0
350,283,5,2024-01-31,7,2,1,349.0,150.0,0.0
351,261,5,2024-01-31,1,2,1,349.0,150.0,0.0
352,678,1,2024-01-31,6,2,1,299.0,129.0,0.0
353,733,1,2024-01-31,1,2,1,254.15,129.0,44.85
354,1748,4,2024-01-31,4,2,1,349.0,150.0,0.0
355,1827,1,2024-01-31,1,1,1,254.15,129.0,44.85
356,693,4,2024-01-31,1,1,1,314.1,150.0,34.9
357,1673,5,2024-02-01,7,1,2,349.0,150.0,0.0
358,150,5,2024-02-01,6,4,1,349.0,150.0,0.0
359,709,6,2024-02-01,4,1,2,499.0,215.0,0.0
360,1130,4,2024-02-01,1,2,1,349.0,150.0,0.0
361,462,5,2024-02-01,6,5,1,349.0,150.0,0.0
362,44,6,2024-02-01,1,2,1,449.1,215.0,49.9
363,777,5,2024-02-01,1,3,1,349.0,150.0,0.0
364,1425,1,2024-02-01,1,1,1,299.0,129.0,0.0
365,1261,6,2024-02-01,3,1,1,499.0,215.0,0.0
366,476,1,2024-02-01,5,4,1,299.0,129.0,0.0
367,1099,4,2024-02-01,5,4,2,349.0,150.0,0.0
368,157,1,2024-02-01,2,2,1,299.0,129.0,0.0
369,1824,2,2024-02-01,3,1,1,299.0,129.0,0.0
370,158,1,2024-02-01,5,4,2,299.0,129.0,0.0
371,1839,6,2024-02-01,8,3,1,499.0,215.0,0.0
372,600,5,2024-02-01,2,2,1,314.1,150.0,34.9
373,214,1,2024-02-01,4,1,1,299.0,129.0,0.0
374,1999,4,2024-02-02,1,3,1,349.0,150.0,0.0
375,1614,1,2024-02-02,4,2,2,299.0,129.0,0.0
376,234,1,2024-02-02,3,1,1,299.0,129.0,0.0
377,1977,1,2024-02-02,3,4,1,299.0,129.0,0.0
378,788,4,2024-02-02,4,2,1,349.0,150.0,0.0
379,1353,3,2024-02-02,1,2,1,329.0,142.0,0.0
380,1830,3,2024-02-02,5,1,1,329.0,142.0,0.0
381,57,3,2024-02-02,3,3,1,329.0,142.0,0.0
382,1507,5,2024-02-02,8,5,1,349.0,150.0,0.0
383,589,5,2024-02-02,3,2,2,349.0,150.0,0.0
384,1063,2,2024-02-02,9,1,2,299.0,129.0,0.0
385,1859,1,2024-02-02,1,1,1,254.15,129.0,44.85
386,1112,2,2024-02-02,2,1,1,299.0,129.0,0.0
387,514,5,2024-02-03,1,2,1,349.0,150.0,0.0
388,658,5,2024-02-03,1,1,1,349.0,150.0,0.0
389,76,6,2024-02-03,1,1,1,449.1,215.0,49.9
390,1923,1,2024-02-03,8,2,1,299.0,129.0,0.0
391,529,5,2024-02-03,1,2,1,314.1,150.0,34.9
392,301,5,2024-02-03,4,1,1,349.0,150.0,0.0
393,1038,5,2024-02-03,5,1,1,349.0,150.0,0.0
394,1464,6,2024-02-03,6,4,2,499.0,215.0,0.0
395,1107,5,2024-02-03,1,2,1,349.0,150.0,0.0
396,1047,1,2024-02-03,6,3,1,299.0,129.0,0.0
397,147,4,2024-02-03,2,3,1,349.0,150.0,0.0
398,687,6,2024-02-03,8,1,1,499.0,215.0,0.0
399,64,2,2024-02-03,7,1,1,254.15,129.0,44.85
400,1248,2,2024-02-03,5,3,1,299.0,129.0,0.0
401,776,5,2024-02-04,2,5,1,349.0,150.0,0.0
402,161,6,2024-02-04,3,5,2,424.15,215.0,74.85
403,1291,4,2024-02-04,6,2,1,349.0,150.0,0.0
404,106,4,2024-02-04,2,1,1,349.0,150.0,0.0
405,1179,2,2024-02-04,5,2,1,299.0,129.0,0.0
406,934,3,2024-02-04,3,5,2,329.0,142.0,0.0
407,840,3,2024-02-04,7,3,1,329.0,142.0,0.0
408,1240,2,2024-02-04,6,5,1,299.0,129.0,0.0
409,1896,4,2024-02-04,3,1,1,349.0,150.0,0.0
410,534,5,2024-02-04,2,2,1,349.0,150.0,0.0
411,304,4,2024-02-04,7,4,1,314.1,150.0,34.9
412,32,2,2024-02-05,5,2,1,269.1,129.0,29.9
413,207,1,2024-02-05,5,5,1,299.0,129.0,0.0
414,272,4,2024-02-05,3,1,1,349.0,150.0,0.0
415,1428,4,2024-02-05,7,4,1,349.0,150.0,0.0
416,1212,4,2024-02-05,1,5,1,349.0,150.0,0.0
417,1946,4,2024-02-05,6,1,1,349.0,150.0,0.0
418,376,5,2024-02-06,3,1,1,314.1,150.0,34.9
419,16,4,2024-02-06,2,2,1,349.0,150.0,0.0
420,1042,5,2024-02-06,1,2,1,314.1,150.0,34.9
421,99,4,2024-02-06,6,2,1,349.0,150.0,0.0
422,662,3,2024-02-06,1,5,1,279.65,142.0,49.35
423,1808,6,2024-02-06,3,2,1,499.0,215.0,0.0
424,204,3,2024-02-06,3,1,1,329.0,142.0,0.0
425,347,2,2024-02-06,5,5,1,254.15,129.0,44.85
426,1365,2,2024-02-06,3,1,1,299.0,129.0,0.0
427,1226,6,2024-02-06,5,1,2,499.0,215.0,0.0
428,1705,5,2024-02-06,8,2,1,349.0,150.0,0.0
429,912,4,2024-02-07,1,3,1,349.0,150.0,0.0
430,1731,1,2024-02-07,1,1,1,299.0,129.0,0.0
431,571,5,2024-02-07,1,3,1,349.0,150.0,0.0
432,1490,1,2024-02-07,3,3,1,299.0,129.0,0.0
433,1377,5,2024-02-07,7,2,1,349.0,150.0,0.0
434,1910,5,2024-02-07,3,4,1,349.0,150.0,0.0
435,1283,1,2024-02-07,1,2,1,299.0,129.0,0.0
436,1932,2,2024-02-07,3,1,1,299.0,129.0,0.0
437,1018,2,2024-02-07,8,4,1,269.1,129.0,29.9
438,1535,2,2024-02-07,4,3,1,299.0,129.0,0.0
439,80,4,2024-02-07,3,2,1,349.0,150.0,0.0
440,992,4,2024-02-07,6,4,2,314.1,150.0,34.9
441,1369,4,2024-02-07,2,2,1,349.0,150.0,0.0
