customer_id,signup_date,geo_id,acquisition_channel_id
94,2024-11-28,5,1
95,2024-12-13,1,2
96,2025-06-19,6,1
97,2024-09-07,2,1
98,2025-03-03,4,1
99,2025-02-12,3,2
100,2024-02-05,1,4
101,2025-06-18,3,4
102,2024-11-17,1,1
103,2024-07-23,7,3
104,2025-05-09,7,1
105,2024-07-01,1,3
106,2025-05-29,2,2
107,2024-05-23,7,4
108,2025-09-24,5,4
109,2024-02-27,5,1
110,2025-07-17,5,4
111,2025-03-31,1,3
112,2024-04-30,7,4
113,2024-06-21,5,2
114,2024-07-22,5,1
115,2024-02-26,1,1
116,2025-05-12,8,1
117,2024-12-17,2,5
118,2024-10-26,8,1
119,2025-09-13,1,5
120,2024-07-07,1,2
121,2025-02-04,2,2
122,2024-10-15,2,2
123,2024-07-03,5,1
124,2025-07-11,3,3
125,2025-02-12,4,2
126,2024-04-06,4,1
127,2024-07-25,6,3
128,2024-07-20,2,2
129,2024-08-29,2,1
130,2024-09-05,8,3
131,2025-06-16,4,1
132,2024-11-01,1,1
133,2024-09-09,3,3
134,2024-09-24,3,1
135,2024-09-28,7,3
136,2024-05-30,1,2
137,2024-12-13,2,4
138,2025-02-18,4,1
139,2024-06-11,1,1
140,2024-09-29,6,1
141,2024-09-03,4,1
142,2025-01-16,3,1
143,2024-12-25,1,3
144,2025-03-02,1,2
145,2024-06-02,8,2
146,2024-03-22,1,4
147,2024-09-21,5,3
148,2025-10-22,4,5
149,2025-06-05,4,3
150,2024-10-12,6,2
151,2025-06-11,5,2
152,2024-07-04,1,2
153,2025-02-28,3,2
154,2024-07-10,1,1
155,2024-07-09,2,2
156,2024-05-15,1,3
157,2025-01-22,1,2
158,2024-10-29,3,1
159,2024-09-05,7,2
160,2025-01-16,6,3
161,2024-08-20,1,2
162,2025-02-20,6,5
163,2024-09-05,5,2
164,2024-11-27,1,1
165,2024-09-12,1,1
166,2025-01-06,2,1
167,2024-09-25,1,2
168,2024-02-29,2,2
169,2024-03-01,4,1
170,2024-09-23,1,2
171,2024-06-17,2,3
172,2024-08-19,5,4
173,2024-07-02,1,1
174,2024-10-28,9,1
175,2024-12-22,5,3
176,2025-02-20,8,1
177,2024-02-22,1,1
178,2025-01-01,3,1
179,2025-01-18,5,1
180,2024-11-29,5,1
181,2025-04-06,8,1
182,2024-02-28,2,3
183,2025-08-23,2,3
184,2024-04-10,5,2
185,2024-04-26,5,4
186,2024-11-26,1,5
187,2025-03-11,2,2
188,2024-08-16,3,1
189,2025-04-29,6,1
190,2025-08-27,4,4
191,2025-01-23,3,3
192,2025-09-04,1,4
193,2024-10-27,3,2
194,2025-02-06,1,4
195,2025-04-14,1,4
196,2024-06-29,3,2
197,2024-08-19,1,4
198,2024-06-04,1,3
199,2024-08-04,7,3
200,2024-07-11,1,5
201,2024-04-16,5,2
202,2025-02-23,5,2
203,2024-10-05,5,1
204,2024-06-20,5,1
205,2024-11-17,3,2
206,2024-09-07,5,1
207,2025-01-20,1,1
208,2024-05-06,1,1
209,2024-10-26,5,1
210,2024-06-18,3,3
211,2025-09-25,3,1
212,2024-04-25,1,1
213,2024-06-03,1,2
214,2024-07-10,8,2
215,2025-01-17,1,4
216,2024-10-06,7,2
217,2024-09-26,3,1
218,2024-03-23,8,2
219,2025-04-08,2,1
220,2024-12-11,1,1
221,2024-11-08,2,5
222,2024-05-05,5,2
223,2025-03-16,1,2
224,2024-09-18,3,4
225,2025-10-28,2,2
226,2024-12-01,5,5
227,2024-06-15,1,3
228,2024-05-24,1,1
229,2024-01-19,3,2
230,2024-07-16,1,3
231,2025-01-20,3,3
232,2025-07-09,5,2
233,2024-12-28,7,2
234,2024-10-30,4,5
235,2025-04-11,1,1
236,2024-07-23,5,2
237,2024-07-15,1,3
238,2025-01-18,8,2
239,2024-10-07,1,1
240,2024-09-10,2,1
241,2024-04-20,8,4
242,2024-11-14,8,5
243,2025-01-03,1,1
244,2025-02-21,3,3
245,2025-06-30,1,2
246,2024-12-14,3,1
247,2024-08-07,2,3
248,2025-05-06,2,3
249,2024-07-15,8,4
250,2024-11-02,3,1
251,2024-07-29,8,2
252,2024-10-16,9,3
253,2024-10-29,3,1
254,2024-08-13,5,2
255,2025-02-24,1,2
256,2025-07-14,3,3
257,2024-05-07,8,2
258,2024-06-27,1,2
259,2024-11-03,1,5
260,2025-06-27,3,1
261,2025-04-16,3,3
262,2024-10-14,2,4
263,2025-10-03,1,2
264,2024-08-21,7,2
265,2025-05-25,7,1
266,2025-03-16,3,5
267,2024-10-13,6,1
268,2024-07-19,3,5
269,2024-10-05,1,2
270,2024-08-06,3,2
271,2024-09-20,2,1
272,2025-01-17,3,1
273,2025-03-06,1,3
274,2025-01-21,5,2
275,2024-12-29,6,5
276,2024-10-07,1,2
277,2024-11-21,7,4
278,2024-09-14,3,2
279,2025-02-01,3,3
280,2024-05-23,3,5
281,2024-08-03,5,2
282,2025-05-01,6,4
283,2024-08-20,2,3
284,2025-02-23,7,1
285,2024-04-05,4,5
286,2025-11-28,5,2
287,2024-04-24,4,4
288,2024-09-15,5,5
289,2024-03-19,5,1
290,2024-08-18,1,2
291,2024-11-09,5,1
292,2024-04-12,7,2
293,2024-06-28,7,1
294,2024-09-23,1,1
295,2024-02-05,5,5
296,2025-01-06,1,2
297,2024-08-06,3,2
298,2024-09-07,1,4
299,2024-06-12,2,2
300,2024-06-26,3,2
301,2025-11-06,2,5
302,2024-12-26,2,2
303,2025-01-10,5,1
304,2024-11-29,3,5
305,2024-07-14,5,2
306,2024-08-09,4,2
307,2025-01-06,5,3
308,2025-04-20,4,5
309,2024-12-20,2,2
310,2024-11-16,5,1
311,2024-07-18,5,1
312,2024-05-12,3,5
313,2024-10-24,7,4
314,2024-07-04,6,2
315,2025-03-27,5,1
316,2024-05-03,8,1
317,2025-09-06,6,3
318,2025-10-02,8,4
319,2024-08-14,5,1
320,2024-10-26,3,3
321,2025-01-03,3,4
322,2025-07-29,1,1
323,2024-02-27,7,2
324,2025-06-30,1,1
325,2025-04-09,7,1
326,2024-08-31,1,5
327,2024-07-21,3,1
328,2025-06-01,1,2
329,2025-01-02,5,5
330,2024-09-05,5,1
331,2024-09-03,1,2
332,2024-08-31,8,1
333,2024-08-16,3,5
334,2025-05-04,1,3
335,2024-10-30,8,2
336,2024-08-27,1,1
337,2025-04-28,3,3
338,2024-12-17,4,1
339,2025-03-14,1,1
340,2024-11-08,1,3
341,2024-06-15,1,4
342,2024-07-31,1,5
343,2024-01-20,6,1
344,2024-05-11,1,1
345,2024-12-28,1,1
346,2025-03-16,1,1
347,2024-06-01,1,3
348,2024-10-21,5,2
349,2025-03-08,3,1
350,2024-10-11,8,1
351,2025-03-11,7,2
352,2024-09-21,8,1
353,2024-09-30,2,3
354,2024-10-05,7,1
355,2024-04-13,4,1
356,2024-07-10,4,2
357,2024-07-29,9,2
358,2024-09-19,4,1
359,2025-01-19,6,3
360,2025-03-02,5,1
361,2024-09-18,1,1
362,2024-09-19,3,1
363,2024-09-08,4,2
364,2024-05-22,7,1
365,2025-04-15,1,1
366,2025-02-10,5,2
367,2024-11-19,3,1
368,2024-05-07,2,3
369,2025-02-18,7,3
370,2025-09-09,4,2
371,2024-11-15,1,3
372,2024-06-21,1,4
373,2024-08-15,5,2
374,2025-03-28,6,5
375,2025-04-05,4,2
376,2024-02-29,7,4
377,2024-07-08,1,3
378,2024-07-23,2,1
379,2025-05-16,3,2
380,2024-05-17,4,1
381,2025-02-15,1,2
382,2024-08-04,2,3
383,2025-03-07,3,1
384,2024-03-24,1,2
385,2025-01-04,1,3
386,2024-10-03,3,1
387,2025-02-21,1,2
388,2024-07-13,4,2
389,2024-12-31,1,2
390,2024-11-25,1,1
391,2024-06-16,1,1
392,2024-07-30,1,3
393,2024-06-02,2,3
394,2024-10-10,6,4
395,2024-04-08,6,1
396,2024-02-20,7,4
397,2024-11-14,3,3
398,2024-09-04,1,1
399,2024-07-29,5,2
400,2025-04-15,7,1
401,2025-04-25,1,2
402,2024-10-20,2,1
403,2024-08-04,2,1
404,2024-10-14,1,2
405,2025-06-20,2,3
406,2025-04-06,5,1
407,2024-05-19,1,2
408,2025-02-24,4,1
409,2025-03-04,3,3
410,2025-02-24,3,5
411,2024-11-08,4,2
412,2025-05-12,4,1
413,2024-04-05,3,1
414,2024-07-10,1,2
415,2024-07-24,3,1
416,2025-04-15,1,4
417,2025-05-04,4,2
418,2024-09-23,3,3
419,2025-06-10,3,4
420,2024-12-23,2,2
421,2024-05-21,1,1
422,2025-06-13,2,3
423,2024-10-12,1,1
424,2024-09-13,3,2
425,2024-05-25,2,1
426,2024-09-01,2,2
427,2025-03-15,4,1
428,2024-04-22,4,1
429,2025-02-01,4,5
430,2025-05-20,2,2
431,2024-05-17,2,5
432,2025-01-17,2,2
433,2025-07-26,2,2
434,2025-03-17,5,3
435,2025-04-13,5,3
436,2024-10-22,4,2
437,2024-08-13,2,1
438,2024-06-18,8,2
439,2024-06-22,1,1
440,2025-04-25,1,3
441,2025-04-18,7,1
442,2024-08-03,5,1
443,2024-08-19,1,4
444,2025-03-03,5,1
445,2024-09-13,3,3
446,2024-06-27,3,1
447,2025-02-17,3,2
448,2024-07-23,5,2
449,2025-04-18,2,5
450,2025-10-13,3,1
451,2024-08-21,3,5
452,2025-04-04,5,1
453,2024-07-01,4,4
454,2024-11-04,1,4
455,2025-05-01,2,3
456,2024-07-10,7,1
457,2024-09-12,8,1
458,2024-09-18,2,1
459,2024-03-25,3,1
460,2025-11-14,2,1
461,2025-07-17,6,2
462,2025-03-17,1,1
463,2025-04-14,5,1
464,2025-01-22,3,1
465,2024-04-12,1,4
466,2024-11-01,5,2
467,2024-05-01,2,1
468,2024-03-20,3,3
469,2024-09-21,1,5
470,2024-11-24,1,2
471,2024-06-28,1,2
472,2024-12-03,1,2
473,2024-12-29,1,5
474,2024-04-05,3,2
475,2025-10-23,3,2
476,2024-09-26,4,5
477,2024-07-02,1,3
478,2024-08-06,5,2
479,2025-03-03,5,1
480,2024-03-17,3,4
481,2024-06-01,5,2
482,2025-01-16,4,4
483,2024-04-01,5,2
484,2024-07-17,1,1
485,2024-03-15,7,2
486,2025-10-26,3,1
487,2025-02-20,1,2
488,2025-03-10,7,1
489,2024-05-08,2,4
490,2025-02-13,7,2
491,2025-09-19,3,2
492,2025-07-10,3,4
493,2025-02-03,1,2
494,2025-04-08,3,1
495,2024-04-13,4,1
496,2024-11-27,3,3
497,2024-08-09,1,4
498,2024-08-09,9,1
499,2025-10-02,8,1
500,2024-12-15,2,4
501,2025-01-07,8,1
502,2024-11-30,5,1
503,2024-04-04,5,2
504,2024-08-21,3,2
505,2025-01-06,8,2
506,2025-02-26,3,2
507,2024-08-27,4,1
508,2024-05-03,5,2
509,2024-08-23,3,1
510,2024-07-05,3,5
511,2024-07-14,7,2
512,2024-05-07,6,2
513,2025-06-12,3,1
514,2025-01-08,6,1
515,2024-08-07,1,2
516,2025-06-05,6,3
517,2025-07-13,4,3
518,2024-10-14,1,1
519,2024-05-16,5,1
520,2024-11-03,2,4
521,2024-11-02,4,1
522,2024-07-23,9,3
523,2024-10-21,5,4
524,2024-04-09,8,2
525,2024-09-18,4,1
526,2025-05-24,5,2
527,2024-06-04,8,2
528,2025-06-25,1,1
529,2024-05-22,1,1
530,2025-01-24,2,5
531,2025-06-09,6,1
532,2024-12-14,3,1
533,2024-07-21,3,2
534,2024-05-29,8,1
535,2024-12-26,5,2
536,2025-04-24,3,4
537,2024-03-02,1,2
538,2024-11-14,4,3
539,2024-09-04,4,2
540,2024-12-10,2,5
541,2024-10-02,5,3
542,2024-07-19,1,1
543,2024-09-13,3,1
544,2024-11-29,2,3
545,2025-02-08,6,5
546,2024-05-12,2,2
547,2024-07-27,3,1
548,2024-06-30,1,1
549,2024-08-21,4,1
550,2025-05-13,1,1
551,2024-11-15,2,3
552,2024-10-09,3,2
553,2024-07-23,1,5
554,2024-10-12,8,1
555,2024-08-09,1,2
556,2025-05-28,4,2
557,2024-10-26,6,2
558,2025-05-28,5,3
559,2024-08-14,2,2
560,2024-06-10,3,1
561,2024-10-11,5,1
562,2025-10-25,4,1
563,2025-09-22,2,3
564,2024-08-04,8,3
565,2024-06-11,3,2
566,2024-03-18,1,1
567,2024-09-28,3,2
568,2024-10-17,2,2
569,2024-05-27,9,3
570,2024-07-19,2,4
571,2024-10-24,5,1
572,2025-04-03,2,3
573,2025-10-02,3,3
574,2025-02-02,5,1
575,2024-09-28,8,3
576,2025-03-06,3,3
577,2024-11-18,1,2
578,2024-12-06,6,1
579,2025-01-07,1,5
580,2024-05-01,1,1
581,2024-05-22,5,2
582,2025-03-06,7,4
583,2025-02-09,1,1
584,2024-06-15,2,3
585,2024-10-21,2,1
586,2025-06-26,2,2
587,2025-03-04,5,2
588,2025-01-14,4,1
589,2024-06-30,3,1
590,2025-09-17,2,1
591,2024-06-15,5,1
592,2024-08-07,7,3
593,2024-07-10,1,3
594,2024-08-20,8,4
595,2025-08-18,5,1
596,2024-07-15,5,1
597,2024-09-15,1,2
598,2024-06-13,3,5
599,2025-01-16,1,2
600,2024-11-19,1,3
601,2024-10-24,4,1
602,2024-09-02,5,1
603,2025-03-03,1,2
604,2025-07-15,2,5
605,2025-05-24,3,1
606,2025-09-01,2,2
607,2025-06-22,1,2
608,2024-10-26,5,5
609,2025-06-27,1,4
610,2024-06-02,7,5
611,2024-08-27,3,5
612,2025-08-30,7,4
613,2024-02-05,3,1
614,2025-10-09,2,5
615,2024-10-29,3,5
616,2025-05-01,3,1
617,2024-05-02,1,2
618,2024-07-04,1,3
619,2025-03-16,3,3
620,2024-06-02,6,4
621,2025-04-12,3,1
622,2025-01-01,1,1
623,2024-07-29,1,1
624,2024-06-26,5,5
625,2024-07-20,5,1
626,2024-12-24,5,1
627,2024-05-05,2,2
628,2024-10-11,7,3
629,2024-07-24,1,5
630,2024-07-18,4,1
631,2024-05-13,1,3
632,2024-11-29,3,2
633,2024-09-27,3,3
634,2024-06-19,1,3
635,2025-05-19,1,2
636,2025-01-20,1,2
637,2024-03-31,3,2
638,2024-11-12,1,1
639,2024-10-19,1,1
640,2024-11-17,1,2
641,2025-03-29,3,2
642,2024-09-21,1,2
643,2025-03-28,5,2
644,2025-04-04,5,2
645,2024-03-18,2,1
646,2025-11-12,7,1
647,2025-07-21,1,2
648,2025-03-02,5,5
649,2024-12-19,3,5
650,2024-08-21,7,5
651,2024-08-18,5,3
652,2024-10-27,4,1
653,2024-06-03,3,2
654,2025-02-04,1,1
655,2024-02-25,2,3
656,2024-10-30,3,4
657,2024-06-30,2,1
658,2025-07-25,5,1
659,2025-03-30,3,3
660,2025-05-29,1,1
661,2024-04-26,1,2
662,2025-01-20,1,3
663,2024-08-29,1,1
664,2025-05-11,1,2
665,2024-07-16,5,3
666,2024-07-27,4,3
667,2024-07-28,2,1
668,2024-12-27,1,1
669,2024-03-31,8,4
670,2025-06-26,4,2
671,2024-10-08,8,5
672,2025-01-02,5,1
673,2024-09-04,1,2
674,2025-02-20,3,4
675,2024-07-20,5,4
676,2025-06-29,3,5
677,2024-11-05,1,1
678,2024-06-13,4,5
679,2025-04-27,1,3
680,2024-06-08,1,3
681,2024-11-27,7,1
682,2025-02-25,5,2
683,2024-09-30,7,1
684,2025-08-21,1,5
685,2025-08-29,1,5
686,2024-09-30,1,2
687,2024-06-14,7,2
688,2025-03-06,2,2
689,2024-08-12,1,2
690,2024-10-08,1,5
691,2024-09-26,6,5
692,2024-08-16,3,2
693,2024-06-20,1,1
694,2025-07-22,3,2
695,2024-05-22,2,2
696,2025-04-16,3,3
697,2025-01-10,1,4
698,2025-09-06,4,2
699,2024-05-29,5,1
700,2025-01-30,3,5
701,2024-10-29,4,1
702,2024-03-08,6,5
703,2024-12-31,5,2
704,2025-04-24,1,3
705,2024-02-04,3,2
706,2024-12-05,4,2
707,2024-10-02,3,1
708,2024-11-02,1,2
709,2024-07-10,8,1
710,2025-04-01,4,4
711,2025-06-24,1,1
712,2024-05-20,1,2
713,2025-04-03,1,2
714,2024-08-17,2,2
715,2025-10-29,1,3
716,2025-04-28,4,4
717,2025-02-24,1,2
718,2024-11-03,1,1
719,2024-05-31,3,2
720,2025-03-12,3,4
721,2024-04-22,3,1
722,2024-06-16,7,4
723,2024-09-29,1,1
724,2025-07-11,7,2
725,2024-03-07,7,1
726,2025-08-28,3,3
727,2025-01-26,2,1
728,2024-05-27,1,4
729,2024-08-24,7,1
730,2025-02-21,1,5
731,2025-02-02,3,5
732,2024-03-25,3,4
733,2024-08-04,5,5
734,2024-08-27,5,1
735,2024-07-10,9,2
736,2024-08-10,8,2
737,2025-01-07,4,1
738,2024-12-05,5,3
739,2024-04-14,1,3
740,2024-12-13,5,1
741,2024-04-29,1,1
742,2024-08-12,1,1
743,2024-06-07,3,2
744,2024-08-31,1,2
745,2024-04-21,4,1
746,2024-08-22,2,2
747,2024-04-16,7,5
748,2025-09-28,3,1
749,2024-08-20,1,1
750,2024-10-07,1,2
751,2024-09-06,3,1
752,2024-07-02,1,2
753,2024-11-23,1,1
754,2024-07-21,8,1
755,2024-12-06,5,1
756,2024-08-02,5,4
757,2025-09-20,1,1
758,2025-08-07,1,1
759,2025-09-03,8,1
760,2025-01-15,3,2
761,2024-06-28,2,4
762,2024-08-25,1,2
763,2024-11-22,3,3
764,2024-11-02,8,2
765,2025-01-23,3,1
766,2025-01-14,6,3
767,2024-09-01,3,2
768,2024-06-28,4,3
769,2025-03-15,1,5
770,2024-09-30,2,2
771,2025-07-05,5,2
772,2025-03-16,2,4
773,2024-10-26,4,1
774,2025-03-02,4,2
775,2024-12-20,1,5
776,2025-01-06,2,3
777,2025-09-04,3,1
778,2024-07-04,3,2
779,2024-11-16,3,2
780,2024-08-24,5,2
781,2024-10-10,2,1
782,2024-04-28,3,5
783,2024-05-04,8,1
784,2024-07-24,3,1
785,2024-10-02,3,2
786,2025-01-16,2,1
787,2025-03-30,1,4
788,2024-12-20,4,1
789,2025-10-11,1,1
790,2024-05-26,3,5
791,2024-06-24,2,1
792,2024-12-17,3,1
793,2024-12-03,1,2
794,2024-08-23,5,1
795,2025-02-19,5,1
796,2024-04-26,7,1
797,2024-07-30,3,1
798,2025-05-10,3,2
799,2024-11-24,4,2
800,2024-08-07,6,2
801,2025-04-02,5,1
802,2024-12-03,1,1
803,2024-05-05,2,1
804,2025-01-15,3,2
805,2024-05-15,2,1
806,2024-12-14,5,2
807,2025-12-24,3,2
808,2024-05-16,2,2
809,2024-03-25,2,1
810,2024-05-14,5,5
811,2024-10-12,3,3
812,2024-09-03,6,2
813,2024-04-15,1,3
814,2024-07-17,2,2
815,2024-05-29,3,3
816,2025-02-28,3,1
817,2024-05-03,5,4
818,2024-08-15,6,1
819,2025-01-29,3,5
820,2024-04-26,6,3
821,2024-07-19,9,2
822,2024-08-07,5,2
823,2025-11-11,5,1
824,2025-03-31,3,2
825,2025-01-25,4,1
826,2024-05-16,1,1
827,2024-03-29,2,1
828,2024-10-27,2,3
829,2024-07-16,1,4
830,2025-10-15,4,1
831,2025-08-31,5,5
832,2025-11-06,7,1
833,2025-05-13,1,3
834,2025-04-13,5,3
835,2024-10-05,3,1
836,2024-09-03,3,2
837,2025-05-26,1,2
838,2024-07-12,7,2
839,2025-08-12,2,1
840,2025-03-05,5,3
841,2024-09-21,4,2
842,2024-04-01,3,1
843,2024-09-09,1,1
844,2025-04-13,2,2
845,2024-11-09,3,1
846,2025-01-08,1,1
847,2025-03-12,3,1
848,2025-05-06,3,1
849,2025-08-23,1,3
850,2024-05-12,4,1
851,2025-07-20,2,3
852,2024-07-01,2,5
853,2024-05-28,2,1
854,2025-01-18,1,3
855,2025-01-20,1,2
856,2024-05-13,1,3
857,2024-02-05,5,4
858,2025-10-23,3,1
859,2024-04-07,2,3
860,2024-04-26,2,4
861,2024-05-15,5,3
862,2024-05-13,9,1
863,2024-10-23,1,3
864,2024-09-14,5,2
865,2024-05-22,3,3
866,2025-05-08,1,1
867,2025-02-19,3,2
868,2025-08-31,2,1
869,2024-07-11,1,2
870,2024-11-26,4,3
871,2025-01-13,6,3
872,2024-07-20,3,2
873,2025-02-16,2,1
874,2025-06-12,8,2
875,2024-05-02,3,2
876,2024-10-22,8,5
877,2025-07-21,1,4
878,2024-11-10,2,3
879,2025-02-26,8,3
880,2024-02-17,1,1
881,2024-03-13,1,3
882,2024-10-13,4,2
883,2024-09-03,5,1
884,2024-10-26,4,1
885,2024-07-23,3,1
886,2025-03-29,3,2
887,2024-12-13,6,3
888,2024-04-03,5,3
889,2025-04-27,1,1
890,2024-09-11,3,2
891,2024-07-23,5,3
892,2024-05-06,5,3
893,2024-05-27,8,2
894,2025-03-11,5,1
895,2024-05-10,5,1
896,2025-05-31,5,1
897,2025-03-28,1,1
898,2025-01-25,3,1
899,2024-09-20,2,2
900,2024-11-10,2,1
901,2024-04-27,3,3
902,2024-06-23,3,1
903,2025-05-10,1,2
904,2024-08-21,1,5
905,2025-05-06,3,5
906,2025-02-12,3,1
907,2024-09-04,5,1
908,2024-04-11,2,2
909,2025-06-16,1,4
910,2025-10-05,8,1
911,2024-09-24,2,4
912,2024-07-30,3,1
913,2024-06-12,3,1
914,2024-12-07,3,2
915,2024-10-07,5,1
916,2025-06-14,5,1
917,2024-01-30,3,1
918,2024-08-07,6,4
919,2025-08-13,1,3
920,2025-04-29,5,1
921,2024-10-23,1,2
922,2024-03-30,9,3
923,2024-04-21,7,4
924,2024-10-18,5,2
925,2025-09-21,1,1
926,2024-05-13,6,1
927,2024-11-10,3,5
928,2024-06-26,1,1
929,2025-03-23,5,3
930,2024-07-27,1,1
931,2024-06-13,5,2
932,2024-05-23,1,2
933,2024-08-31,3,5
934,2024-06-15,2,1
935,2024-05-06,1,3
936,2025-04-11,5,1
937,2025-04-18,2,1
938,2024-06-30,2,2
939,2025-01-05,1,5
940,2024-03-05,2,2
941,2025-02-16,1,2
942,2025-03-26,1,1
943,2025-04-14,9,1
944,2025-04-09,2,2
945,2024-12-19,3,1
946,2025-04-01,1,1
947,2025-06-16,3,1
948,2025-06-19,6,1
949,2024-03-16,3,1
950,2024-11-13,6,2
951,2024-03-03,5,1
952,2024-06-18,1,1
953,2025-05-29,1,2
954,2024-06-30,2,2
955,2024-11-02,1,1
956,2024-05-15,1,4
957,2024-10-21,4,4
958,2025-03-19,9,3
959,2024-08-12,3,2
960,2025-06-27,3,2
961,2024-06-03,2,1
962,2025-06-09,5,1
963,2025-11-02,3,3
964,2025-12-18,8,1
965,2024-12-25,1,4
966,2025-07-02,1,5
967,2024-06-20,6,3
968,2024-08-10,6,4
969,2024-06-02,4,4
970,2025-01-17,7,1
971,2025-01-19,8,2
972,2024-11-08,1,5
973,2025-05-27,3,1
974,2024-10-05,1,1
975,2024-06-19,3,1
976,2025-07-02,1,1
977,2025-01-28,7,4
978,2024-07-29,1,2
979,2025-07-02,5,4
980,2025-05-09,8,2
981,2025-07-31,2,1
982,2024-07-20,1,1
983,2025-08-09,5,5
984,2024-12-21,1,5
985,2025-01-15,7,3
986,2024-06-21,3,1
987,2024-07-22,5,1
988,2025-02-04,8,5
989,2024-08-24,9,5
990,2024-03-06,4,5
991,2025-09-08,1,2
992,2025-07-24,1,3
993,2024-06-27,9,1
994,2025-05-30,1,3
995,2024-12-16,7,2
996,2024-07-07,1,1
997,2024-07-04,1,1
998,2024-08-22,5,5
999,2025-05-30,3,2
1000,2024-10-31,1,2
1001,2025-05-11,4,3
1002,2024-05-27,1,4
1003,2024-07-18,2,5
1004,2024-04-09,1,2
1005,2025-02-06,3,4
1006,2024-04-21,4,2
1007,2024-10-02,1,5
1008,2024-05-28,7,1
1009,2024-04-26,1,1
1010,2025-01-17,5,3
1011,2024-07-07,2,1
1012,2024-03-22,3,4
1013,2024-05-23,2,2
1014,2024-07-18,4,2
1015,2024-06-12,1,1
1016,2024-07-17,1,4
1017,2024-07-23,2,2
1018,2024-12-28,1,2
1019,2024-06-06,7,2
1020,2024-09-16,1,2
1021,2024-06-22,1,1
1022,2025-02-19,4,1
1023,2024-08-05,3,5
1024,2024-11-21,3,4
1025,2025-04-05,3,2
1026,2025-05-14,3,4
1027,2024-09-29,1,5
1028,2025-01-27,3,5
1029,2025-03-23,4,2
1030,2024-05-06,5,1
1031,2025-10-12,8,4
1032,2024-05-09,3,5
1033,2024-09-12,9,2
1034,2025-04-17,1,5
1035,2025-06-28,1,2
1036,2024-08-27,2,1
1037,2024-09-21,7,3
1038,2024-12-07,3,2
1039,2024-09-03,1,2
1040,2025-02-23,8,5
1041,2024-11-08,1,1
1042,2024-10-26,2,2
1043,2024-08-21,3,2
1044,2024-03-11,2,1
1045,2024-11-30,5,1
1046,2025-06-03,2,1
1047,2025-02-15,7,4
1048,2024-02-21,5,1
1049,2024-07-12,3,3
1050,2024-04-24,7,1
1051,2025-09-20,3,4
1052,2024-07-08,3,2
1053,2024-06-07,1,4
1054,2025-02-12,5,4
1055,2025-04-07,3,1
1056,2024-07-24,3,1
1057,2025-05-01,7,1
1058,2024-06-09,6,4
1059,2024-07-01,3,5
1060,2025-01-21,2,4
1061,2024-10-12,4,1
1062,2024-03-04,2,2
1063,2024-06-02,7,2
1064,2024-08-08,1,4
1065,2025-02-17,5,1
1066,2024-08-22,1,2
1067,2025-09-03,6,2
