event_id,customer_id,event_date,event_type,plan_price,mrr_delta
65,45,2024-01-30,signup,5.99,5.99
66,46,2024-02-03,signup,5.99,5.99
67,46,2025-12-24,cancel,5.99,-5.99
68,47,2024-01-30,signup,5.99,5.99
69,48,2024-01-20,signup,5.99,5.99
70,49,2024-01-10,signup,5.99,5.99
71,50,2024-01-08,signup,5.99,5.99
72,51,2024-01-24,signup,5.99,5.99
73,52,2024-01-30,signup,5.99,5.99
74,52,2024-02-29,cancel,5.99,-5.99
75,53,2024-01-13,signup,5.99,5.99
76,54,2024-01-09,signup,5.99,5.99
77,54,2025-10-30,cancel,5.99,-5.99
78,55,2024-02-01,signup,5.99,5.99
79,56,2024-01-28,signup,5.99,5.99
80,56,2025-08-20,cancel,5.99,-5.99
81,57,2024-02-04,signup,5.99,5.99
82,58,2024-01-06,signup,5.99,5.99
83,59,2024-01-18,signup,5.99,5.99
84,60,2024-01-10,signup,5.99,5.99
85,60,2025-02-03,cancel,5.99,-5.99
86,61,2024-02-01,signup,5.99,5.99
87,61,2024-05-31,cancel,5.99,-5.99
88,62,2024-01-24,signup,5.99,5.99
89,63,2024-02-04,signup,5.99,5.99
90,64,2024-01-09,signup,5.99,5.99
91,64,2024-11-04,cancel,5.99,-5.99
92,65,2024-02-02,signup,5.99,5.99
93,66,2024-01-21,signup,5.99,5.99
94,67,2024-01-17,signup,5.99,5.99
95,67,2024-04-16,cancel,5.99,-5.99
96,68,2024-01-07,signup,5.99,5.99
97,68,2024-02-06,cancel,5.99,-5.99
98,69,2024-01-29,signup,5.99,5.99
99,70,2024-01-19,signup,5.99,5.99
100,70,2024-02-18,cancel,5.99,-5.99
101,71,2024-02-01,signup,5.99,5.99
102,71,2024-03-02,cancel,5.99,-5.99
103,72,2024-01-31,signup,5.99,5.99
104,73,2024-01-29,signup,5.99,5.99
105,74,2024-02-04,signup,5.99,5.99
106,75,2024-01-23,signup,5.99,5.99
107,76,2024-01-24,signup,5.99,5.99
108,77,2024-01-11,signup,5.99,5.99
109,79,2024-01-22,signup,5.99,5.99
110,80,2024-01-31,signup,5.99,5.99
111,80,2024-07-29,cancel,5.99,-5.99
112,82,2024-01-12,signup,5.99,5.99
113,82,2024-12-07,cancel,5.99,-5.99
114,83,2024-01-15,signup,5.99,5.99
115,84,2024-01-30,signup,5.99,5.99
116,84,2024-02-29,cancel,5.99,-5.99
117,85,2024-01-28,signup,5.99,5.99
118,85,2024-03-28,cancel,5.99,-5.99
119,86,2024-02-06,signup,5.99,5.99
120,86,2024-04-06,cancel,5.99,-5.99
121,87,2024-01-17,signup,5.99,5.99
122,89,2024-02-06,signup,5.99,5.99
123,89,2025-01-01,cancel,5.99,-5.99
124,90,2024-01-26,signup,5.99,5.99
125,90,2024-06-24,cancel,5.99,-5.99
126,91,2024-01-18,signup,5.99,5.99
127,92,2024-02-04,signup,5.99,5.99
128,92,2024-07-03,cancel,5.99,-5.99
129,93,2024-01-30,signup,5.99,5.99
130,93,2025-11-20,cancel,5.99,-5.99
131,94,2024-01-28,signup,5.99,5.99
132,94,2024-09-24,cancel,5.99,-5.99
133,95,2024-01-26,signup,5.99,5.99
134,95,2024-04-25,cancel,5.99,-5.99
135,96,2024-01-25,signup,5.99,5.99
136,97,2024-02-04,signup,5.99,5.99
137,98,2024-01-14,signup,5.99,5.99
138,98,2025-11-04,cancel,5.99,-5.99
139,99,2024-01-17,signup,5.99,5.99
140,100,2024-01-11,signup,5.99,5.99
141,100,2024-06-09,cancel,5.99,-5.99
142,101,2024-01-11,signup,5.99,5.99
143,102,2024-02-09,signup,5.99,5.99
144,103,2024-01-30,signup,5.99,5.99
145,104,2024-01-23,signup,5.99,5.99
146,105,2024-02-07,signup,5.99,5.99
147,105,2024-03-08,cancel,5.99,-5.99
148,106,2024-01-30,signup,5.99,5.99
149,106,2024-02-29,cancel,5.99,-5.99
150,107,2024-01-26,signup,5.99,5.99
151,108,2024-01-26,signup,5.99,5.99
152,108,2025-12-16,cancel,5.99,-5.99
153,109,2024-01-29,signup,5.99,5.99
154,109,2024-09-25,cancel,5.99,-5.99
155,110,2024-02-08,signup,5.99,5.99
156,110,2024-03-09,cancel,5.99,-5.99
157,111,2024-01-23,signup,5.99,5.99
158,111,2025-05-17,cancel,5.99,-5.99
159,112,2024-02-04,signup,5.99,5.99
160,112,2024-11-30,cancel,5.99,-5.99
161,113,2024-01-12,signup,5.99,5.99
162,114,2024-02-02,signup,5.99,5.99
163,114,2024-08-30,cancel,5.99,-5.99
164,115,2024-02-07,signup,5.99,5.99
165,115,2024-03-08,cancel,5.99,-5.99
166,119,2024-02-11,signup,5.99,5.99
167,119,2024-07-10,cancel,5.99,-5.99
168,120,2024-01-23,signup,5.99,5.99
169,120,2024-03-23,cancel,5.99,-5.99
170,121,2024-01-20,signup,5.99,5.99
171,121,2025-04-14,cancel,5.99,-5.99
172,122,2024-01-12,signup,5.99,5.99
173,124,2024-01-29,signup,5.99,5.99
174,125,2024-02-06,signup,5.99,5.99
175,127,2024-01-28,signup,5.99,5.99
176,128,2024-01-17,signup,5.99,5.99
177,128,2024-05-16,cancel,5.99,-5.99
178,129,2024-01-30,signup,5.99,5.99
179,129,2024-03-30,cancel,5.99,-5.99
180,130,2024-01-17,signup,5.99,5.99
181,131,2024-02-12,signup,5.99,5.99
182,131,2024-04-12,cancel,5.99,-5.99
183,132,2024-01-25,signup,5.99,5.99
184,132,2024-02-24,cancel,5.99,-5.99
185,133,2024-02-07,signup,5.99,5.99
186,133,2024-06-06,cancel,5.99,-5.99
187,134,2024-02-02,signup,5.99,5.99
188,134,2024-03-03,cancel,5.99,-5.99
189,135,2024-01-26,signup,5.99,5.99
190,136,2024-01-25,signup,5.99,5.99
191,137,2024-01-15,signup,5.99,5.99
192,137,2024-03-15,cancel,5.99,-5.99
193,138,2024-01-23,signup,5.99,5.99
194,138,2024-03-23,cancel,5.99,-5.99
195,139,2024-02-11,signup,5.99,5.99
196,140,2024-02-10,signup,5.99,5.99
197,142,2024-02-05,signup,5.99,5.99
198,142,2024-07-04,cancel,5.99,-5.99
199,143,2024-01-20,signup,5.99,5.99
200,144,2024-02-09,signup,5.99,5.99
201,145,2024-01-28,signup,5.99,5.99
202,145,2024-12-23,cancel,5.99,-5.99
203,146,2024-02-01,signup,5.99,5.99
204,146,2024-03-02,cancel,5.99,-5.99
205,147,2024-02-08,signup,5.99,5.99
206,148,2024-01-19,signup,5.99,5.99
207,148,2025-08-11,cancel,5.99,-5.99
208,149,2024-02-07,signup,5.99,5.99
209,150,2024-02-08,signup,5.99,5.99
210,151,2024-01-16,signup,5.99,5.99
211,151,2024-03-16,cancel,5.99,-5.99
212,152,2024-01-24,signup,5.99,5.99
213,152,2025-09-15,cancel,5.99,-5.99
214,153,2024-01-28,signup,5.99,5.99
215,153,2024-05-27,cancel,5.99,-5.99
216,154,2024-02-09,signup,5.99,5.99
217,155,2024-02-06,signup,5.99,5.99
218,155,2025-09-28,cancel,5.99,-5.99
219,156,2024-02-02,signup,5.99,5.99
220,156,2024-04-02,cancel,5.99,-5.99
221,157,2024-02-14,signup,5.99,5.99
222,157,2024-03-15,cancel,5.99,-5.99
223,158,2024-02-10,signup,5.99,5.99
224,160,2024-02-10,signup,5.99,5.99
225,160,2024-03-11,cancel,5.99,-5.99
226,161,2024-02-11,signup,5.99,5.99
227,161,2025-09-03,cancel,5.99,-5.99
228,162,2024-02-11,signup,5.99,5.99
229,162,2025-05-06,cancel,5.99,-5.99
230,163,2024-02-05,signup,5.99,5.99
231,164,2024-02-02,signup,5.99,5.99
232,165,2024-02-08,signup,5.99,5.99
233,165,2024-03-09,cancel,5.99,-5.99
234,166,2024-02-05,signup,5.99,5.99
235,167,2024-01-27,signup,5.99,5.99
236,167,2024-07-25,cancel,5.99,-5.99
237,168,2024-01-18,signup,5.99,5.99
238,169,2024-01-26,signup,5.99,5.99
239,170,2024-02-15,signup,5.99,5.99
240,170,2024-03-16,cancel,5.99,-5.99
241,171,2024-01-29,signup,5.99,5.99
242,172,2024-02-14,signup,5.99,5.99
243,173,2024-02-03,signup,5.99,5.99
244,174,2024-01-24,signup,5.99,5.99
245,174,2024-06-22,cancel,5.99,-5.99
246,175,2024-02-06,signup,5.99,5.99
247,176,2024-02-15,signup,5.99,5.99
248,176,2024-08-13,cancel,5.99,-5.99
249,177,2024-01-19,signup,5.99,5.99
250,178,2024-02-07,signup,5.99,5.99
251,180,2024-01-31,signup,5.99,5.99
252,181,2024-02-01,signup,5.99,5.99
253,182,2024-01-30,signup,5.99,5.99
254,183,2024-02-03,signup,5.99,5.99
255,184,2024-01-21,signup,5.99,5.99
256,186,2024-01-30,signup,5.99,5.99
257,186,2024-03-30,cancel,5.99,-5.99
258,188,2024-01-21,signup,5.99,5.99
259,188,2025-12-11,cancel,5.99,-5.99
260,189,2024-01-24,signup,5.99,5.99
261,190,2024-01-26,signup,5.99,5.99
262,191,2024-01-27,signup,5.99,5.99
263,191,2025-02-20,cancel,5.99,-5.99
264,192,2024-02-08,signup,5.99,5.99
265,193,2024-01-18,signup,5.99,5.99
266,193,2025-06-11,cancel,5.99,-5.99
267,194,2024-01-26,signup,5.99,5.99
268,194,2025-08-18,cancel,5.99,-5.99
269,195,2024-02-17,signup,5.99,5.99
270,196,2024-01-26,signup,5.99,5.99
271,196,2024-07-24,cancel,5.99,-5.99
272,197,2024-02-13,signup,5.99,5.99
273,198,2024-02-08,signup,5.99,5.99
274,199,2024-01-29,signup,5.99,5.99
275,201,2024-01-25,signup,5.99,5.99
276,201,2024-02-24,cancel,5.99,-5.99
277,203,2024-01-22,signup,5.99,5.99
278,203,2025-02-15,cancel,5.99,-5.99
279,204,2024-01-28,signup,5.99,5.99
280,204,2025-05-22,cancel,5.99,-5.99
281,205,2024-01-26,signup,5.99,5.99
282,205,2024-02-25,cancel,5.99,-5.99
283,206,2024-02-05,signup,5.99,5.99
284,206,2024-06-04,cancel,5.99,-5.99
285,207,2024-01-25,signup,5.99,5.99
286,208,2024-02-01,signup,5.99,5.99
287,208,2024-03-02,cancel,5.99,-5.99
288,209,2024-02-06,signup,5.99,5.99
289,211,2024-02-09,signup,5.99,5.99
290,212,2024-02-14,signup,5.99,5.99
291,214,2024-02-15,signup,5.99,5.99
292,215,2024-02-11,signup,5.99,5.99
293,215,2025-09-03,cancel,5.99,-5.99
294,216,2024-01-21,signup,5.99,5.99
295,218,2024-02-09,signup,5.99,5.99
296,218,2024-04-09,cancel,5.99,-5.99
297,219,2024-02-19,signup,5.99,5.99
298,219,2024-09-16,cancel,5.99,-5.99
299,220,2024-01-20,signup,5.99,5.99
300,221,2024-02-14,signup,5.99,5.99
301,222,2024-01-20,signup,5.99,5.99
302,223,2024-01-24,signup,5.99,5.99
303,223,2024-12-19,cancel,5.99,-5.99
304,224,2024-02-19,signup,5.99,5.99
305,224,2024-08-17,cancel,5.99,-5.99
306,225,2024-01-21,signup,5.99,5.99
307,225,2024-02-20,cancel,5.99,-5.99
308,226,2024-01-25,signup,5.99,5.99
309,227,2024-02-09,signup,5.99,5.99
310,227,2024-03-10,cancel,5.99,-5.99
311,228,2024-01-24,signup,5.99,5.99
312,228,2024-04-23,cancel,5.99,-5.99
313,229,2024-02-13,signup,5.99,5.99
314,230,2024-01-27,signup,5.99,5.99
315,230,2024-02-26,cancel,5.99,-5.99
316,231,2024-01-21,signup,5.99,5.99
317,232,2024-02-12,signup,5.99,5.99
318,232,2024-04-12,cancel,5.99,-5.99
319,233,2024-02-06,signup,5.99,5.99
320,233,2024-03-07,cancel,5.99,-5.99
321,234,2024-02-01,signup,5.99,5.99
322,234,2024-03-02,cancel,5.99,-5.99
323,235,2024-01-23,signup,5.99,5.99
324,236,2024-01-28,signup,5.99,5.99
325,237,2024-02-18,signup,5.99,5.99
326,237,2024-07-17,cancel,5.99,-5.99
327,238,2024-02-17,signup,5.99,5.99
328,238,2024-03-18,cancel,5.99,-5.99
329,239,2024-01-26,signup,5.99,5.99
330,239,2025-04-20,cancel,5.99,-5.99
331,240,2024-01-31,signup,5.99,5.99
332,241,2024-02-15,signup,5.99,5.99
333,241,2024-03-16,cancel,5.99,-5.99
334,242,2024-02-01,signup,5.99,5.99
335,242,2024-03-02,cancel,5.99,-5.99
336,243,2024-01-31,signup,5.99,5.99
337,243,2024-06-29,cancel,5.99,-5.99
338,244,2024-01-27,signup,5.99,5.99
339,245,2024-02-07,signup,5.99,5.99
340,245,2024-07-06,cancel,5.99,-5.99
341,246,2024-02-02,signup,5.99,5.99
342,247,2024-02-07,signup,5.99,5.99
343,248,2024-02-16,signup,5.99,5.99
344,248,2024-07-15,cancel,5.99,-5.99
345,249,2024-02-16,signup,5.99,5.99
346,250,2024-02-20,signup,5.99,5.99
347,251,2024-01-27,signup,5.99,5.99
348,252,2024-02-02,signup,5.99,5.99
349,253,2024-02-21,signup,5.99,5.99
350,254,2024-01-24,signup,5.99,5.99
351,255,2024-02-05,signup,5.99,5.99
352,255,2025-10-27,cancel,5.99,-5.99
353,256,2024-02-05,signup,5.99,5.99
354,256,2024-12-31,cancel,5.99,-5.99
355,257,2024-02-20,signup,5.99,5.99
356,257,2024-03-21,cancel,5.99,-5.99
357,258,2024-01-27,signup,5.99,5.99
358,258,2024-07-25,cancel,5.99,-5.99
359,259,2024-02-05,signup,5.99,5.99
360,259,2024-07-04,cancel,5.99,-5.99
361,260,2024-02-13,signup,5.99,5.99
362,261,2024-02-20,signup,5.99,5.99
363,262,2024-02-18,signup,5.99,5.99
364,263,2024-01-27,signup,5.99,5.99
365,264,2024-01-28,signup,5.99,5.99
366,264,2024-02-27,cancel,5.99,-5.99
367,265,2024-01-29,signup,5.99,5.99
368,266,2024-02-23,signup,5.99,5.99
369,266,2024-10-20,cancel,5.99,-5.99
370,267,2024-01-30,signup,5.99,5.99
371,269,2024-01-26,signup,5.99,5.99
372,269,2024-07-24,cancel,5.99,-5.99
373,270,2024-02-10,signup,5.99,5.99
374,271,2024-02-23,signup,5.99,5.99
375,272,2024-02-19,signup,5.99,5.99
376,272,2025-03-15,cancel,5.99,-5.99
377,273,2024-02-15,signup,5.99,5.99
378,273,2024-04-15,cancel,5.99,-5.99
379,274,2024-02-04,signup,5.99,5.99
380,274,2024-04-04,cancel,5.99,-5.99
381,275,2024-01-25,signup,5.99,5.99
382,276,2024-02-04,signup,5.99,5.99
383,277,2024-02-18,signup,5.99,5.99
384,278,2024-01-30,signup,5.99,5.99
385,278,2025-10-21,cancel,5.99,-5.99
386,279,2024-02-02,signup,5.99,5.99
387,279,2024-03-03,cancel,5.99,-5.99
388,280,2024-01-29,signup,5.99,5.99
389,280,2024-04-28,cancel,5.99,-5.99
390,282,2024-02-23,signup,5.99,5.99
391,283,2024-02-18,signup,5.99,5.99
392,283,2024-03-19,cancel,5.99,-5.99
393,284,2024-02-20,signup,5.99,5.99
394,284,2024-03-21,cancel,5.99,-5.99
395,285,2024-02-20,signup,5.99,5.99
396,285,2024-04-20,cancel,5.99,-5.99
397,286,2024-02-16,signup,5.99,5.99
398,288,2024-02-14,signup,5.99,5.99
399,288,2024-05-14,cancel,5.99,-5.99
400,289,2024-01-28,signup,5.99,5.99
401,289,2024-02-27,cancel,5.99,-5.99
402,290,2024-02-26,signup,5.99,5.99
403,291,2024-02-15,signup,5.99,5.99
404,292,2024-02-04,signup,5.99,5.99
405,293,2024-02-05,signup,5.99,5.99
406,294,2024-01-27,signup,5.99,5.99
407,294,2024-02-26,cancel,5.99,-5.99
408,295,2024-01-28,signup,5.99,5.99
409,295,2024-11-23,cancel,5.99,-5.99
410,296,2024-02-09,signup,5.99,5.99
411,296,2024-03-10,cancel,5.99,-5.99
412,297,2024-02-10,signup,5.99,5.99
413,297,2024-05-10,cancel,5.99,-5.99
414,298,2024-01-29,signup,5.99,5.99
415,299,2024-02-25,signup,5.99,5.99
416,299,2024-04-25,cancel,5.99,-5.99
417,300,2024-02-09,signup,5.99,5.99
418,300,2024-04-09,cancel,5.99,-5.99
419,301,2024-02-05,signup,5.99,5.99
420,301,2024-06-04,cancel,5.99,-5.99
421,302,2024-02-17,signup,5.99,5.99
422,303,2024-02-23,signup,5.99,5.99
423,303,2024-12-19,cancel,5.99,-5.99
424,304,2024-02-20,signup,5.99,5.99
425,305,2024-02-01,signup,5.99,5.99
426,306,2024-02-17,signup,5.99,5.99
427,307,2024-01-30,signup,5.99,5.99
428,308,2024-02-27,signup,5.99,5.99
429,309,2024-02-25,signup,5.99,5.99
430,310,2024-02-05,signup,5.99,5.99
431,310,2024-07-04,cancel,5.99,-5.99
432,311,2024-02-05,signup,5.99,5.99
433,311,2025-11-26,cancel,5.99,-5.99
434,312,2024-02-06,signup,5.99,5.99
435,312,2025-04-01,cancel,5.99,-5.99
436,313,2024-01-31,signup,5.99,5.99
437,314,2024-01-29,signup,5.99,5.99
438,315,2024-02-10,signup,5.99,5.99
439,315,2024-05-10,cancel,5.99,-5.99
440,316,2024-02-02,signup,5.99,5.99
441,316,2024-04-02,cancel,5.99,-5.99
442,317,2024-02-02,signup,5.99,5.99
443,317,2024-09-29,cancel,5.99,-5.99
444,318,2024-02-01,signup,5.99,5.99
445,319,2024-02-02,signup,5.99,5.99
446,320,2024-01-29,signup,5.99,5.99
447,321,2024-01-31,signup,5.99,5.99
448,321,2024-03-31,cancel,5.99,-5.99
449,322,2024-02-26,signup,5.99,5.99
450,324,2024-02-18,signup,5.99,5.99
451,325,2024-02-23,signup,5.99,5.99
452,325,2024-08-21,cancel,5.99,-5.99
453,326,2024-02-28,signup,5.99,5.99
454,327,2024-02-07,signup,5.99,5.99
455,327,2024-09-04,cancel,5.99,-5.99
456,328,2024-02-17,signup,5.99,5.99
457,328,2025-01-12,cancel,5.99,-5.99
458,329,2024-02-16,signup,5.99,5.99
459,329,2025-03-12,cancel,5.99,-5.99
460,330,2024-02-09,signup,5.99,5.99
461,331,2024-02-10,signup,5.99,5.99
462,332,2024-02-26,signup,5.99,5.99
463,333,2024-02-14,signup,5.99,5.99
464,334,2024-02-14,signup,5.99,5.99
465,335,2024-02-04,signup,5.99,5.99
466,336,2024-02-01,signup,5.99,5.99
467,338,2024-02-01,signup,5.99,5.99
468,338,2024-03-02,cancel,5.99,-5.99
469,339,2024-02-21,signup,5.99,5.99
470,341,2024-02-20,signup,5.99,5.99
471,342,2024-03-01,signup,5.99,5.99
472,342,2025-10-22,cancel,5.99,-5.99
473,343,2024-02-08,signup,5.99,5.99
474,343,2024-03-09,cancel,5.99,-5.99
475,344,2024-02-01,signup,5.99,5.99
476,344,2024-03-02,cancel,5.99,-5.99
477,345,2024-02-15,signup,5.99,5.99
478,345,2025-07-09,cancel,5.99,-5.99
479,346,2024-02-08,signup,5.99,5.99
480,346,2025-07-02,cancel,5.99,-5.99
481,347,2024-02-13,signup,5.99,5.99
482,347,2024-03-14,cancel,5.99,-5.99
483,348,2024-02-05,signup,5.99,5.99
484,349,2024-02-06,signup,5.99,5.99
485,349,2025-12-27,cancel,5.99,-5.99
486,350,2024-02-12,signup,5.99,5.99
487,351,2024-02-12,signup,5.99,5.99
488,352,2024-02-08,signup,5.99,5.99
489,352,2024-05-08,cancel,5.99,-5.99
490,353,2024-02-12,signup,5.99,5.99
491,353,2024-07-11,cancel,5.99,-5.99
492,354,2024-02-02,signup,5.99,5.99
493,355,2024-02-26,signup,5.99,5.99
494,356,2024-02-07,signup,5.99,5.99
495,357,2024-02-15,signup,5.99,5.99
496,358,2024-02-23,signup,5.99,5.99
497,360,2024-02-04,signup,5.99,5.99
498,360,2025-03-30,cancel,5.99,-5.99
499,361,2024-02-16,signup,5.99,5.99
500,362,2024-02-25,signup,5.99,5.99
501,363,2024-02-22,signup,5.99,5.99
502,364,2024-02-24,signup,5.99,5.99
503,364,2025-05-19,cancel,5.99,-5.99
504,365,2024-02-04,signup,5.99,5.99
505,365,2025-02-28,cancel,5.99,-5.99
506,366,2024-02-12,signup,5.99,5.99
507,367,2024-02-03,signup,5.99,5.99
508,367,2024-04-03,cancel,5.99,-5.99
509,369,2024-02-14,signup,5.99,5.99
510,369,2024-08-12,cancel,5.99,-5.99
511,370,2024-02-25,signup,5.99,5.99
512,371,2024-02-14,signup,5.99,5.99
513,371,2024-07-13,cancel,5.99,-5.99
514,372,2024-02-23,signup,5.99,5.99
515,373,2024-02-29,signup,5.99,5.99
516,374,2024-02-13,signup,5.99,5.99
517,374,2024-03-14,cancel,5.99,-5.99
518,376,2024-02-14,signup,5.99,5.99
519,377,2024-02-06,signup,5.99,5.99
520,377,2024-04-06,cancel,5.99,-5.99
521,378,2024-02-22,signup,5.99,5.99
522,379,2024-02-26,signup,5.99,5.99
523,380,2024-02-29,signup,5.99,5.99
524,381,2024-02-08,signup,5.99,5.99
525,382,2024-02-09,signup,5.99,5.99
526,382,2025-02-03,cancel,5.99,-5.99
527,383,2024-02-24,signup,5.99,5.99
528,384,2024-02-10,signup,5.99,5.99
529,384,2024-12-06,cancel,5.99,-5.99
530,385,2024-02-09,signup,5.99,5.99
531,385,2024-09-06,cancel,5.99,-5.99
532,386,2024-02-25,signup,5.99,5.99
533,386,2025-06-19,cancel,5.99,-5.99
534,387,2024-03-04,signup,5.99,5.99
535,387,2024-11-29,cancel,5.99,-5.99
536,388,2024-02-05,signup,5.99,5.99
537,388,2024-03-06,cancel,5.99,-5.99
538,389,2024-02-29,signup,5.99,5.99
539,389,2024-08-27,cancel,5.99,-5.99
540,390,2024-02-24,signup,5.99,5.99
541,391,2024-02-10,signup,5.99,5.99
542,393,2024-02-13,signup,5.99,5.99
543,394,2024-03-02,signup,5.99,5.99
544,394,2024-08-29,cancel,5.99,-5.99
545,395,2024-02-11,signup,5.99,5.99
546,396,2024-02-14,signup,5.99,5.99
547,399,2024-02-21,signup,5.99,5.99
548,400,2024-02-08,signup,5.99,5.99
549,401,2024-02-27,signup,5.99,5.99
550,402,2024-02-08,signup,5.99,5.99
551,402,2024-05-08,cancel,5.99,-5.99
552,403,2024-02-07,signup,5.99,5.99
553,404,2024-02-13,signup,5.99,5.99
554,405,2024-02-26,signup,5.99,5.99
555,405,2024-05-26,cancel,5.99,-5.99
556,406,2024-03-02,signup,5.99,5.99
557,407,2024-02-05,signup,5.99,5.99
558,407,2025-05-30,cancel,5.99,-5.99
559,408,2024-02-11,signup,5.99,5.99
560,410,2024-02-08,signup,5.99,5.99
561,410,2024-07-07,cancel,5.99,-5.99
562,411,2024-02-19,signup,5.99,5.99
563,412,2024-02-17,signup,5.99,5.99
564,413,2024-03-02,signup,5.99,5.99
565,414,2024-02-25,signup,5.99,5.99
566,415,2024-02-12,signup,5.99,5.99
567,415,2024-05-12,cancel,5.99,-5.99
568,416,2024-02-27,signup,5.99,5.99
569,417,2024-02-22,signup,5.99,5.99
570,418,2024-02-16,signup,5.99,5.99
571,419,2024-03-06,signup,5.99,5.99
572,419,2024-09-02,cancel,5.99,-5.99
573,420,2024-03-02,signup,5.99,5.99
574,423,2024-02-20,signup,5.99,5.99
575,424,2024-02-26,signup,5.99,5.99
576,425,2024-02-28,signup,5.99,5.99
577,425,2025-03-24,cancel,5.99,-5.99
578,426,2024-03-05,signup,5.99,5.99
579,426,2024-04-04,cancel,5.99,-5.99
580,427,2024-02-28,signup,5.99,5.99
581,427,2024-03-29,cancel,5.99,-5.99
582,428,2024-03-06,signup,5.99,5.99
583,429,2024-02-18,signup,5.99,5.99
584,429,2024-11-14,cancel,5.99,-5.99
585,430,2024-02-19,signup,5.99,5.99
586,430,2024-03-20,cancel,5.99,-5.99
587,431,2024-02-18,signup,5.99,5.99
588,431,2025-06-12,cancel,5.99,-5.99
589,432,2024-03-09,signup,5.99,5.99
590,432,2024-05-08,cancel,5.99,-5.99
591,433,2024-02-12,signup,5.99,5.99
592,433,2024-05-12,cancel,5.99,-5.99
593,434,2024-03-04,signup,5.99,5.99
594,434,2024-05-03,cancel,5.99,-5.99
595,435,2024-02-13,signup,5.99,5.99
596,435,2024-03-14,cancel,5.99,-5.99
597,436,2024-02-18,signup,5.99,5.99
598,437,2024-03-07,signup,5.99,5.99
599,437,2024-04-06,cancel,5.99,-5.99
600,438,2024-02-29,signup,5.99,5.99
601,438,2024-03-30,cancel,5.99,-5.99
602,439,2024-03-05,signup,5.99,5.99
603,439,2024-04-04,cancel,5.99,-5.99
604,440,2024-02-13,signup,5.99,5.99
605,442,2024-02-09,signup,5.99,5.99
606,442,2024-08-07,cancel,5.99,-5.99
607,444,2024-02-15,signup,5.99,5.99
608,445,2024-02-12,signup,5.99,5.99
609,445,2025-08-05,cancel,5.99,-5.99
610,446,2024-02-20,signup,5.99,5.99
611,447,2024-02-18,signup,5.99,5.99
612,449,2024-03-04,signup,5.99,5.99
613,450,2024-02-24,signup,5.99,5.99
614,451,2024-02-20,signup,5.99,5.99
615,451,2025-01-15,cancel,5.99,-5.99
